uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
source/models/model_vaem.py:load_info,load_info,function,13,25,23,172,6.88,1,1,['path'],[None],"['""""']",126,[],"['glob.glob', 'pickle.load', 'fp.split']",3
source/models/model_vaem.py:load_data,load_data,function,68,132,119,2456,18.61,1,2,"['filePath', 'categories', 'cat_col', 'num_cols', 'discrete_cols', 'targetCol', 'nsample', 'delimiter']","[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",225,[],"['pd.read_csv', 'print', 'dataframe.copy', 'process.encode_catrtogrial_column', 'np.array', 'len', 'np.concatenate', 'np.zeros', 'np.ones', 'Data_sub.min', 'process.data_preprocess', 'train_test_split', 'Data_train_decompressed.copy', 'Data_test_decompressed.copy', 'process.noisy_transform']",15
source/models/model_vaem.py:encode2,encode2,function,32,134,73,2298,17.15,0,2,"['data_decode', 'list_discrete', 'records_d', 'fast_plot']","[None, None, None, None]","[None, None, None, None]",307,[],"['p_vae_active_learning', 'process.compress_data', 'tf.reset_default_graph', 'vae.get_imputation', 'x_real.min', 'pd.DataFrame', 'sns.pairplot', 'g.map_diag', 'g.set', 'g.map_upper', 'g.map_lower', 'process.invert_noise']",12
source/models/model_vaem.py:decode2,decode2,function,41,73,71,1389,19.03,0,1,"['data_decode', 'scaling_factor', 'list_discrete', 'records_d', 'plot']","[None, None, None, None, None]","[None, None, None, None, 'False']",366,[],"['params.Params', 'print', 'p_vae_active_learning', 'np.load', 'plt.figure', 'plt.subplots', 'ax1.plot', 'ax1.errorbar', 'plt.xlabel', 'plt.ylabel', 'plt.xticks', 'plt.yticks', 'ax1.legend', 'ax1.ticklabel_format', 'plt.show']",15
source/models/model_vaem.py:save_model2,save_model2,function,1,1,1,22,22.0,0,0,"['model', 'output_dir']","[None, None]","[None, None]",405,[],['model.save'],1
source/models/model_vaem.py:p_vae_active_learning,p_vae_active_learning,function,137,540,271,4948,9.16,8,6,"['Data_train_compressed', 'Data_train', 'mask_train', 'Data_test', 'mask_test_compressed', 'mask_test', 'cat_dims', 'dim_flt', 'dic_var_type', 'args', 'list_discrete', 'records_d', 'estimation_method']","[None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, '1']",408,[],"['len', 'np.zeros', 'range', 'reward.lindley', 'tf.reset_default_graph', 'train_p_vae', 'np.tile', 'random.shuffle', 'vae.predictive_loss', 'print', 'np.eye', 'np.savez', 'Data_train_compressed.reshape', 'np.ones', 'np.where', 'reward_estimation.R_lindley_chain', 'reward_estimation.completion']",17
source/models/model_vaem.py:train_p_vae,train_p_vae,function,87,362,189,4013,11.09,10,8,"['stage', 'x_train', 'Data_train', 'mask_train', 'epochs', 'latent_dim', 'cat_dims', 'dim_flt', 'batch_size', 'p', 'K', 'iteration', 'list_discrete', 'records_d', 'args']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",585,[],"['np.arange', 'np.minimum', 'encoders.vaem_encoders', 'decoders.vaem_decoders', 'vae_model.partial_vaem', 'int', 'np.zeros', 'range', 'sample', 'bernoulli.rvs', 'np.sum', 'mask_drop.reshape', 'vae.update', 'vae.full_batch_loss', 'print', 'vae.save_generator', 'vae.save_encoder']",17
source/models/model_vaem.py:test,test,function,9,13,13,352,27.08,0,0,[],[],[],738,[],"['Model_custom', 'model.fit', 'model.encode', 'model.decode']",4
source/models/model_vaem.py:Model,Model,class,0,1,1,4,4.0,0,0,[],[],[],83,[],[],0
source/models/model_vaem.py:Model_custom,Model_custom,class,57,103,83,1633,15.85,3,0,[],[],[],140,[],[],0
source/models/model_vaem.py:Model_custom:__init__,Model_custom:__init__,method,1,5,5,48,9.6,0,0,['self'],[None],[None],141,[],['print'],1
source/models/model_vaem.py:Model_custom:fit,Model_custom:fit,method,37,47,44,764,16.26,1,0,"['self,filePath, categories,cat_cols,num_cols,discrete_cols,targetCol,nsample ']",[None],"["" -1,delimiter=',',plot=False""]",150,"['        """"""\n', '        This Function will load the data and fit the preprocessing technique into it\n', '        params:\n', '            filePath: CSV File path relative to file\n', '            categories: Categorical feature list\n', '            cat_cols: category_columns\n', '            nums_cols: Numerical Columns list\n', '            discrete_cols: discrete cols list\n', '            target_cols: Column name of Target Variable\n', '            nsample: No of Sample for Encoding-Decoding\n', ""            delimiter: Delimiter in CSV File,Default=','\n"", '\n', '        """"""\n']","['load_data', 'encode2', 'decode2']",3
source/models/model_vaem.py:Model_custom:encode,Model_custom:encode,method,14,23,23,392,17.04,1,0,['self'],[None],[None],187,[],"['range', 'print', 'log2', 'pa.table', 'pq.write_table']",5
source/models/model_vaem.py:Model_custom:decode,Model_custom:decode,method,11,18,18,261,14.5,1,0,['self'],[None],[None],206,[],"['range', 'pa.table', 'pq.write_table', 'print']",4
source/models/model_vaemdn.py:log,log,function,4,16,10,118,7.38,0,2,['*s'],[None],[None],15,[],"['print', 'log2', 'log3']",3
source/models/model_vaemdn.py:log2,log2,function,2,6,6,35,5.83,0,1,['*s'],[None],[None],18,[],['print'],1
source/models/model_vaemdn.py:log3,log3,function,2,6,6,35,5.83,0,1,['*s'],[None],[None],21,[],['print'],1
source/models/model_vaemdn.py:os_makedirs,os_makedirs,function,2,8,8,163,20.38,0,1,['dir_or_file'],[None],[None],24,[],['os.makedirs'],1
source/models/model_vaemdn.py:init,init,function,4,8,8,58,7.25,0,0,"['*kw', '**kwargs']","[None, None]","[None, None]",30,[],['Model'],1
source/models/model_vaemdn.py:reset,reset,function,3,7,6,43,6.14,0,0,[],[],[],35,[],[],0
source/models/model_vaemdn.py:sampling,sampling,function,14,18,17,197,10.94,0,0,['args'],[None],[None],59,[],"['K.shape', 'K.int_shape', 'K.random_normal', 'K.random_uniform', 'K.exp']",5
source/models/model_vaemdn.py:VAEMDN,VAEMDN,function,69,217,168,3250,14.98,1,0,['model_pars'],[None],[None],70,[],"['Input', 'Dense', 'Reshape', 'Lambda', 'encoder.compile', 'decoder.compile', 'decoder', 'mse', 'range', 'K.square', 'K.exp', 'K.mean', 'K.log', 'np.log', 'vae.add_loss', 'vae.compile']",16
source/models/model_vaemdn.py:AUTOENCODER_BASIC,AUTOENCODER_BASIC,function,30,124,100,1720,13.87,0,2,"['X_input_dim', 'loss_type', 'lr', 'epsilon', 'decay', 'optimizer', 'encodingdim ', 'dim_list']","[None, None, None, None, None, None, None, None]","[None, '""CosineSimilarity""', '0.01', '1e-3', '1e-4', ""'adam'"", ' 50', '""50,25,10""']",185,[],"['print', 'custom_loss_func_dice', 'K.sum', 'dim_list.split', 'int', 'encoder.compile', 'decoder.compile', 'decoder', 'autoencoder.compile']",9
source/models/model_vaemdn.py:AUTOENCODER_MULTIMODAL,AUTOENCODER_MULTIMODAL,function,8,13,12,225,17.31,0,0,"['input_shapes', 'hidden_dims', '64', '8]', 'output_activations', ""'relu']"", 'loss ', ""'poisson_divergence']"", 'optimizer']","[None, None, None, None, None, None, None, None, None]","['[10]', '[128', None, None, ""['sigmoid'"", None, "" ['bernoulli_divergence'"", None, ""'adam'""]",234,"['    """"""\n', '    pip install mmae[keras]\n', '    from tensorflow.keras.datasets import mnist\n', '    (x_train, y_train), (x_validation, y_validation) = mnist.load_data()\n', ""    x_train = x_train.astype('float32') / 255.0\n"", ""    y_train = y_train.astype('float32') / 255.0\n"", ""    x_validation = x_validation.astype('float32') / 255.0\n"", ""    y_validation = y_validation.astype('float32') / 255.0\n"", '\n', '    data = [x_train, y_train]\n', '    validation_data = [x_validation, y_validation]\n', '\n', '\n', '\n', '    # Train model where input and output are the same\n', '    autoencoder.fit(data, epochs=100, batch_size=256,\n', '                    validation_data=validation_data)\n', '\n', '    #To obtain a latent representation of the training data:\n', '    latent_data = autoencoder.encode(data)\n', '\n', '    #To decode the latent representation:\n', '    reconstructed_data = autoencoder.decode(latent_data)\n', '\n', '    #Encoding and decoding can also be merged into the following single statement:\n', '    reconstructed_data = autoencoder.predict(data)\n', '\n', '    :return:\n', '    """"""\n']","['MultimodalAutoencoder', 'autoencoder.compile', 'autoencoder.summary']",3
source/models/model_vaemdn.py:fit,fit,function,23,62,56,747,12.05,1,1,"['data_pars', 'compute_pars', 'out_pars', 'model_class', '**kw']","[None, None, None, None, None]","['None', 'None', 'None', ""'VAEMDN'"", None]",335,"['    """"""\n', '    """"""\n']","['get_dataset', 'copy.deepcopy', 'compute_pars.get', 'EarlyStopping', 'np.ones']",5
source/models/model_vaemdn.py:encode,encode,function,32,111,71,1381,12.44,3,4,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', 'model_class', '**kw']","[None, None, None, None, None, None]","['None', 'None', '{}', '{}', ""'VAEMDN'"", None]",369,[],"['get_dataset', 'data_pars.get', 'get_dataset_tuple', 'np.ones', 'compute_pars.get', 'os_makedirs', 'enumerate', 'range', 'log2', 'pa.table', 'pq.write_table', 'log']",12
source/models/model_vaemdn.py:decode,decode,function,25,62,56,768,12.39,1,2,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', 'index ', '**kw']","[None, None, None, None, None, None]","['None', 'None', '{}', '{}', ' 0', None]",417,[],"['get_dataset', 'data_pars.get', 'get_dataset_tuple', 'log', 'compute_pars.get', 'range', 'log2', 'pa.table', 'pq.write_table']",9
source/models/model_vaemdn.py:predict,predict,function,13,35,31,377,10.77,0,2,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', 'model_class', '**kw']","[None, None, None, None, None, None]","['None', 'None', '{}', '{}', ""'VAEMDN'"", None]",450,[],"['get_dataset', 'data_pars.get', 'get_dataset_tuple', 'np.ones']",4
source/models/model_vaemdn.py:get_dataset_tuple,get_dataset_tuple,function,9,31,25,272,8.77,1,1,"['Xtrain', 'cols_type_received', 'cols_ref']","[None, None, None]","[None, None, None]",471,"['    """"""  Split into Tuples to feed  Xyuple = (df1, df2, df3)\n', '    :param Xtrain:\n', '    :param cols_type_received:\n', '    :param cols_ref:\n', '    :return:\n', '    """"""\n']","['len', 'Xtuple_train.append']",2
source/models/model_vaemdn.py:get_dataset,get_dataset,function,28,121,85,1134,9.37,1,6,"['Xtrain', 'cols_type_received', 'cols_ref']","[None, None, None]","[None, None, None]",491,[],"['len', 'Xtuple_train.append', 'get_dataset', 'data_pars.get', 'test_dataset_correlation', 'get_dataset_tuple', 'Exception']",7
source/models/model_vaemdn.py:get_label,get_label,function,18,40,34,351,8.78,1,1,"['encoder', 'x_train', 'dummy_train', 'class_num', 'batch_size']","[None, None, None, None, None]","[None, None, None, '5', '256']",539,[],"['encoder.predict', 'np.zeros', 'range', 'np.max', 'np.argmax']",5
source/models/model_vaemdn.py:save,save,function,18,34,32,436,12.82,0,0,"['path', 'info']","[None, None]","['None', 'None']",555,[],"['os.makedirs', 'Model', 'pickle.dump', 'open']",4
source/models/model_vaemdn.py:load_model,load_model,function,21,42,37,530,12.62,0,1,"['path', 'model_class']","[None, None]","['""""', ""'VAEMDN'""]",573,[],"['pickle.load', 'Model', 'VAEMDN', 'AUTOENCODER_BASIC', 'log']",5
source/models/model_vaemdn.py:load_info,load_info,function,13,25,23,172,6.88,1,1,['path'],[None],"['""""']",597,[],"['glob.glob', 'pickle.load', 'fp.split']",3
source/models/model_vaemdn.py:test_dataset_correlation,test_dataset_correlation,function,55,170,128,1974,11.61,7,2,['n_rows'],[None],['100'],610,[],"['np.ones', 'range', 'np.zeros', 'np.floor', 'np.sum', 'np.matmul', 'np.uint32', 'np.corrcoef', 'np.squeeze']",9
source/models/model_vaemdn.py:test,test,function,107,354,275,3846,10.86,8,2,['n_rows'],[None],['100'],681,[],"['np.ones', 'range', 'np.zeros', 'np.floor', 'np.sum', 'np.matmul', 'np.uint32', 'np.corrcoef', 'np.squeeze', 'test', 'test_dataset_correlation', 'test_helper', 'test_dataset_classi_fake', 'sklearn_datasets.make_classification', 'pd.DataFrame', 'len', 'y.reshape', 'test_dataset_petfinder', 'log3', 'pd.read_csv', 'np.where', 'df.drop', 'df.apply']",23
source/models/model_vaemdn.py:test_dataset_classi_fake,test_dataset_classi_fake,function,23,50,46,385,7.7,1,0,['nrows'],[None],['500'],725,[],"['range', 'sklearn_datasets.make_classification', 'pd.DataFrame', 'len', 'y.reshape']",5
source/models/model_vaemdn.py:test_dataset_petfinder,test_dataset_petfinder,function,24,54,49,712,13.19,0,0,['nrows'],[None],['1000'],741,[],"['log3', 'pd.read_csv', 'np.where', 'df.drop', 'df.apply']",5
source/models/model_vaemdn.py:train_test_split2,train_test_split2,function,21,39,32,411,10.54,0,0,"['df', 'coly']","[None, None]","[None, None]",768,[],"['log3', 'df.drop', 'np.sum', 'X.head', 'train_test_split', 'len']",6
source/models/model_vaemdn.py:test2,test2,function,18,200,132,1655,8.28,0,0,['n_sample          '],[None],[' 1000'],785,[],"['test_dataset_classi_fake', 'train_test_split2', 'post_process_fun', 'int', 'pre_process_fun', 'len', 'test_helper']",7
source/models/model_vaemdn.py:test3,test3,function,18,204,136,1708,8.37,0,0,['n_sample '],[None],[' 1000'],858,[],"['test_dataset_petfinder', 'train_test_split2', 'post_process_fun', 'int', 'pre_process_fun', 'len', 'test_helper']",7
source/models/model_vaemdn.py:test_helper,test_helper,function,24,102,74,1314,12.88,1,1,"['model_pars', 'data_pars', 'compute_pars']","[None, None, None]","[None, None, None]",932,[],"['init', 'Model', 'log', 'fit', 'predict', 'encode', 'print', 'enumerate', 'decode', 'decoded_array.append', 'save', 'load_model']",12
source/models/model_vaemdn.py:benchmark,benchmark,function,46,175,133,2054,11.74,2,0,"['config', 'dmin', 'dmax']","[None, None, None]","[""''"", '5', '6']",990,[],"['fetch_data', 'train_test_split', 'post_process_fun', 'int', 'pre_process_fun', 'len', 'print', 'log', 'range', 'pd.DataFrame', 'VAEMDN', 'vae.fit', 'vae.predict', 'evaluate', 'AUTOENCODER_BASIC', 'basic_ae.fit', 'basic_ae.predict']",17
source/models/model_vaemdn.py:Model,Model,class,26,70,64,774,11.06,0,2,[],[],[],296,[],[],0
source/models/model_vaemdn.py:Model:__init__,Model:__init__,method,25,65,59,706,10.86,0,2,"['self', 'model_pars', 'data_pars', 'compute_pars']","[None, None, None, None]","[None, 'None', 'None', 'None']",297,[],"['model_pars.get', 'VAEMDN', 'AUTOENCODER_BASIC', 'log2']",4
source/models/optuna_lightgbm.py:log,log,function,4,20,11,133,6.65,0,3,['*s'],[None],[None],16,[],"['print', 'log2', 'log3']",3
source/models/optuna_lightgbm.py:log2,log2,function,2,6,6,35,5.83,0,1,['*s'],[None],[None],19,[],['print'],1
source/models/optuna_lightgbm.py:log3,log3,function,2,6,6,35,5.83,0,1,['*s'],[None],[None],22,[],['print'],1
source/models/optuna_lightgbm.py:os_makedirs,os_makedirs,function,2,8,8,163,20.38,0,1,['dir_or_file'],[None],[None],25,[],['os.makedirs'],1
source/models/optuna_lightgbm.py:init,init,function,4,8,8,58,7.25,0,0,"['*kw', '**kwargs']","[None, None]","[None, None]",31,[],['Model'],1
source/models/optuna_lightgbm.py:reset,reset,function,3,7,6,43,6.14,0,0,[],[],[],36,[],[],0
source/models/optuna_lightgbm.py:fit,fit,function,26,81,66,1028,12.69,1,1,"['data_pars', 'compute_pars', 'out_pars', '**kw']","[None, None, None, None]","['None', 'None', 'None', None]",75,"['    """"""\n', '    """"""\n']","['get_dataset', 'log2', 'compute_pars.get', 'print']",4
source/models/optuna_lightgbm.py:eval,eval,function,0,1,1,4,4.0,0,0,"['data_pars', 'compute_pars', 'out_pars', '**kw']","[None, None, None, None]","['None', 'None', 'None', None]",119,"['    """"""\n', '       Return metrics of the model when fitted.\n', '    """"""\n']",[],0
source/models/optuna_lightgbm.py:predict,predict,function,13,29,24,296,10.21,0,2,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', '**kw']","[None, None, None, None, None]","['None', '{}', '{}', '{}', None]",126,[],"['get_dataset', 'compute_pars.get']",2
source/models/optuna_lightgbm.py:save,save,function,8,35,24,427,12.2,0,0,"['path', 'info']","[None, None]","['None', 'None']",141,[],"['os.makedirs', 'pickle.dump', 'open']",3
source/models/optuna_lightgbm.py:load_model,load_model,function,18,28,26,293,10.46,0,0,['path'],[None],"['""""']",156,[],"['pickle.load', 'Model']",2
source/models/optuna_lightgbm.py:load_info,load_info,function,13,25,23,172,6.88,1,1,['path'],[None],"['""""']",171,[],"['glob.glob', 'pickle.load', 'fp.split']",3
source/models/optuna_lightgbm.py:get_dataset,get_dataset,function,7,49,33,415,8.47,0,4,"['data_pars', 'task_type', '**kw']","[None, None, None]","['None', '""train""', None]",182,"['    """"""\n', '    """"""\n']","['data_pars.get', 'Exception']",2
source/models/optuna_lightgbm.py:test_dataset_classi_fake,test_dataset_classi_fake,function,23,47,43,376,8.0,1,0,['nrows'],[None],['500'],207,[],"['range', 'sklearn_datasets.make_classification', 'pd.DataFrame', 'y.reshape', 'len']",5
source/models/optuna_lightgbm.py:test,test,function,50,296,205,2781,9.4,1,0,['nrows'],[None],['500'],225,[],"['range', 'sklearn_datasets.make_classification', 'pd.DataFrame', 'y.reshape', 'len', 'test', 'test_dataset_classi_fake', 'post_process_fun', 'int', 'pre_process_fun', 'log', 'train_test_split', 'test_helper', 'Model', 'fit', 'predict', 'save']",17
source/models/optuna_lightgbm.py:test_helper,test_helper,function,10,29,27,399,13.76,0,0,"['model_pars', 'data_pars', 'compute_pars']","[None, None, None]","[None, None, None]",315,[],"['Model', 'log', 'fit', 'predict', 'save']",5
source/models/optuna_lightgbm.py:benchmark,benchmark,function,30,252,164,2571,10.2,1,0,[],[],[],336,[],"['log', 'os.system', 'fetch_data', 'train_test_split', 'benchmark_helper', 'post_process_fun', 'int', 'pre_process_fun', 'test_helper']",9
source/models/optuna_lightgbm.py:benchmark_helper,benchmark_helper,function,16,210,132,1992,9.49,0,0,"['train_df', 'test_df']","[None, None]","[None, None]",356,[],"['post_process_fun', 'int', 'pre_process_fun', 'log', 'test_helper']",5
source/models/optuna_lightgbm.py:Model,Model,class,25,57,49,682,11.96,0,2,[],[],[],48,[],[],0
source/models/optuna_lightgbm.py:Model:__init__,Model:__init__,method,24,52,44,614,11.81,0,2,"['self', 'model_pars', 'data_pars', 'compute_pars']","[None, None, None, None]","[None, 'None', 'None', 'None']",49,[],"['globals', 'log2']",2
source/models/torch_ease.py:log,log,function,4,16,10,118,7.38,0,2,['*s'],[None],[None],16,[],"['print', 'log2', 'log3']",3
source/models/torch_ease.py:log2,log2,function,2,6,6,35,5.83,0,1,['*s'],[None],[None],19,[],['print'],1
source/models/torch_ease.py:log3,log3,function,2,6,6,35,5.83,0,1,['*s'],[None],[None],22,[],['print'],1
source/models/torch_ease.py:os_makedirs,os_makedirs,function,2,8,8,163,20.38,0,1,['dir_or_file'],[None],[None],25,[],['os.makedirs'],1
source/models/torch_ease.py:init,init,function,4,8,8,58,7.25,0,0,"['*kw', '**kwargs']","[None, None]","[None, None]",31,[],['Model'],1
source/models/torch_ease.py:reset,reset,function,3,7,6,43,6.14,0,0,[],[],[],36,[],[],0
source/models/torch_ease.py:get_dataset,get_dataset,function,26,122,51,1366,11.2,0,4,"['data_pars', 'task_type']","[None, None]","[None, '""train""']",87,"['    """"""\n', '    :param data_pars:\n', '    :param task_type:\n', '    :return:\n', '    """"""\n']",['utils.load_data'],1
source/models/torch_ease.py:fit,fit,function,11,20,20,180,9.0,1,0,"['data_pars', 'compute_pars', 'out_pars', '**kw']","[None, None, None, None]","['None', 'None', 'None', None]",152,"['    """"""\n', '    """"""\n']",['get_dataset'],1
source/models/torch_ease.py:predict,predict,function,11,18,16,177,9.83,0,1,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', '**kw']","[None, None, None, None, None]","['None', 'None', '{}', '{}', None]",166,[],"['get_dataset', 'next', 'model.model']",3
source/models/torch_ease.py:eval,eval,function,7,24,19,291,12.12,0,0,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', '**kw']","[None, ' dict', ' dict', ' dict', None]","['None', '{}', '{}', '{}', None]",183,[],"['encode', 'log', 'decode']",3
source/models/torch_ease.py:save,save,function,11,32,29,360,11.25,0,0,"['path', 'info']","[None, None]","['None', 'None']",196,"['    """""" Custom saving\n', '    """"""\n']","['os.makedirs', 'pickle.dump', 'open']",3
source/models/torch_ease.py:load_info,load_info,function,13,25,23,172,6.88,1,1,['path'],[None],"['""""']",213,[],"['glob.glob', 'pickle.load', 'fp.split']",3
source/models/torch_ease.py:get_dataset_tuple,get_dataset_tuple,function,12,42,30,330,7.86,1,2,"['Xtrain', 'cols_type_received', 'cols_ref']","[None, None, None]","[None, None, None]",226,"['    """"""  Split into Tuples to feed  Xyuple = (df1, df2, df3) OR single dataframe\n', '    :param Xtrain:\n', '    :param cols_type_received:\n', '    :param cols_ref:\n', '    :return:\n', '    """"""\n']","['len', 'Xtuple_train.append']",2
source/models/torch_ease.py:get_dataset2,get_dataset2,function,22,90,61,936,10.4,0,4,"['data_pars', 'task_type', '**kw']","[None, None, None]","['None', '""train""', None]",252,"['    """"""  Return tuple of dataframes\n', '    """"""\n']","['data_pars.get', 'get_dataset_tuple', 'log2', 'Exception']",4
source/models/torch_ease.py:test_dataset_goodbooks,test_dataset_goodbooks,function,10,16,14,117,7.31,0,0,['nrows'],[None],['1000'],299,[],[],0
source/models/torch_ease.py:train_test_split2,train_test_split2,function,21,39,32,411,10.54,0,0,"['df', 'coly']","[None, None]","[None, None]",310,[],"['log3', 'df.drop', 'np.sum', 'X.head', 'train_test_split', 'len']",6
source/models/torch_ease.py:test,test,function,10,16,14,117,7.31,0,0,['nrows'],[None],['1000'],327,[],[],0
source/models/torch_ease.py:test_helper,test_helper,function,10,31,28,430,13.87,0,0,"['model_pars', 'data_pars', 'compute_pars']","[None, None, None]","[None, None, None]",393,[],"['Model', 'log', 'fit', 'predict', 'save']",5
source/models/torch_ease.py:Model,Model,class,17,32,31,530,16.56,0,1,[],[],[],67,[],[],0
source/models/torch_ease.py:Model:__init__,Model:__init__,method,16,26,25,445,17.12,0,1,"['self', 'model_pars', 'data_pars', 'compute_pars', 'global_pars']","[None, None, None, None, None]","[None, 'None', 'None', 'None', 'None']",68,[],"['copy.deepcopy', 'model_pars2.update', 'TorchEASE', 'log2']",4
source/models/torch_rvae.py:log,log,function,4,16,10,118,7.38,0,2,['*s'],[None],[None],16,[],"['print', 'log2', 'log3']",3
source/models/torch_rvae.py:log2,log2,function,2,6,6,35,5.83,0,1,['*s'],[None],[None],19,[],['print'],1
source/models/torch_rvae.py:log3,log3,function,2,6,6,35,5.83,0,1,['*s'],[None],[None],22,[],['print'],1
source/models/torch_rvae.py:os_makedirs,os_makedirs,function,2,8,8,163,20.38,0,1,['dir_or_file'],[None],[None],25,[],['os.makedirs'],1
source/models/torch_rvae.py:init,init,function,4,8,8,58,7.25,0,0,"['*kw', '**kwargs']","[None, None]","[None, None]",31,[],['Model'],1
source/models/torch_rvae.py:reset,reset,function,3,7,6,43,6.14,0,0,[],[],[],36,[],[],0
source/models/torch_rvae.py:get_dataset,get_dataset,function,26,122,51,1366,11.2,0,4,"['data_pars', 'task_type']","[None, None]","[None, '""train""']",93,"['    """"""\n', '    :param data_pars:\n', '    :param task_type:\n', '    :return:\n', '    """"""\n']",['utils.load_data'],1
source/models/torch_rvae.py:fit,fit,function,16,24,24,253,10.54,1,0,"['data_pars', 'compute_pars', 'out_pars', '**kw']","[None, None, None, None]","['None', 'None', 'None', None]",158,"['    """"""\n', '    """"""\n']",['get_dataset'],1
source/models/torch_rvae.py:encode,encode,function,7,15,13,145,9.67,0,1,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', '**kw']","[None, ' dict', ' dict', ' dict', None]","['None', '{}', '{}', '{}', None]",173,[],['get_dataset'],1
source/models/torch_rvae.py:decode,decode,function,9,30,20,193,6.43,0,3,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', '**kw']","[None, ' dict', ' dict', ' dict', None]","['None', '{}', '{}', '{}', None]",188,"['    """""" Specify the format required   due to sampling\n', '    :param Xpred:\n', '    :param data_pars:\n', '    :param compute_pars:\n', '    :param out_pars:\n', '    :param kw:\n', '    :return:\n', '    """"""\n']","['log', 'type']",2
source/models/torch_rvae.py:compute_metrics,compute_metrics,function,31,429,163,5463,12.73,0,11,"['model', 'X', 'dataset_obj', 'args', 'epoch', 'losses_save', 'logit_pi_prev', 'X_clean', 'target_errors', 'mode']","[None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None]",215,[],"['evaluation_phase', 'repair_phase', 'log', 'p_recon', 'utils.cell_metrics', 'utils.row_metrics', 'loss_ret.update', 'clean_loss_ret.update']",8
source/models/torch_rvae.py:predict,predict,function,11,18,16,177,9.83,0,1,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', '**kw']","[None, None, None, None, None]","['None', 'None', '{}', '{}', None]",338,[],"['get_dataset', 'next', 'model.model']",3
source/models/torch_rvae.py:eval,eval,function,7,24,19,291,12.12,0,0,"['Xpred', 'data_pars', 'compute_pars', 'out_pars', '**kw']","[None, ' dict', ' dict', ' dict', None]","['None', '{}', '{}', '{}', None]",355,[],"['encode', 'log', 'decode']",3
source/models/torch_rvae.py:save,save,function,11,32,29,360,11.25,0,0,"['path', 'info']","[None, None]","['None', 'None']",368,"['    """""" Custom saving\n', '    """"""\n']","['os.makedirs', 'pickle.dump', 'open']",3
source/models/torch_rvae.py:load_info,load_info,function,13,25,23,172,6.88,1,1,['path'],[None],"['""""']",385,[],"['glob.glob', 'pickle.load', 'fp.split']",3
source/models/torch_rvae.py:get_dataset_tuple,get_dataset_tuple,function,12,42,30,330,7.86,1,2,"['Xtrain', 'cols_type_received', 'cols_ref']","[None, None, None]","[None, None, None]",398,"['    """"""  Split into Tuples to feed  Xyuple = (df1, df2, df3) OR single dataframe\n', '    :param Xtrain:\n', '    :param cols_type_received:\n', '    :param cols_ref:\n', '    :return:\n', '    """"""\n']","['len', 'Xtuple_train.append']",2
source/models/torch_rvae.py:get_dataset2,get_dataset2,function,22,90,61,936,10.4,0,4,"['data_pars', 'task_type', '**kw']","[None, None, None]","['None', '""train""', None]",424,"['    """"""  Return tuple of dataframes\n', '    """"""\n']","['data_pars.get', 'get_dataset_tuple', 'log2', 'Exception']",4
source/models/torch_rvae.py:test,test,function,24,238,126,3543,14.89,0,0,['nrows'],[None],['1000'],470,"['    """"""nrows : take first nrows from dataset\n', '    """"""\n']","['test_helper', 'test2', 'print', 'os.system', 'reset', 'log', 'Model', 'fit', 'encode', 'decode', 'predict', 'eval']",12
source/models/torch_rvae.py:test2,test2,function,9,95,73,1370,14.42,0,0,['nrows'],[None],['1000'],518,"['    """"""\n', '    """"""\n']","['print', 'os.system', 'test_helper']",3
source/models/torch_rvae.py:test_helper,test_helper,function,14,63,46,1027,16.3,0,0,['m'],[None],[None],579,[],"['reset', 'log', 'Model', 'fit', 'encode', 'decode', 'predict', 'eval']",8
source/models/torch_rvae.py:test_rvae,test_rvae,function,13,109,78,2236,20.51,0,0,[],[],[],1071,[],"['namedtuple', 'args.keys', 'm.keys', 'log', 'RVAE', 'model.fit', 'model.save']",7
source/models/torch_rvae.py:Model,Model,class,19,35,34,597,17.06,0,1,[],[],[],72,[],[],0
source/models/torch_rvae.py:RVAE,RVAE,class,235,1050,528,13087,12.46,4,31,[],[],[],613,[],[],0
source/models/torch_rvae.py:Model:__init__,Model:__init__,method,18,29,28,512,17.66,0,1,"['self', 'model_pars', 'data_pars', 'compute_pars', 'global_pars']","[None, None, None, None, None]","[None, 'None', 'None', 'None', 'None']",73,[],"['copy.deepcopy', 'model_pars2.update', 'namedtuple', 'model_pars2.keys', 'RVAE', 'log2']",6
