uri, type, function, type2, path2, tag
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, sample_with_past, , , sample_with_past
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, print, , , print
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, model.decode_to_img, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:decode_to_img
taming-transformers/scripts/sample_fast.py:run, function, range, , , range
taming-transformers/scripts/sample_fast.py:run, function, print, , , print
taming-transformers/scripts/sample_fast.py:run, function, tqdm, [FUNC] [SIDE_PACKAGE], C:/Python39/lib/site-packages/tqdm, [FUNC] [SIDE_PACKAGE]: tqdm.tqdm
taming-transformers/scripts/sample_fast.py:run, function, sample_classconditional, , , sample_classconditional
taming-transformers/scripts/sample_fast.py:run, function, save_from_logs, , , save_from_logs
taming-transformers/scripts/sample_fast.py:run, function, sample_unconditional, , , sample_unconditional
taming-transformers/scripts/sample_fast.py:save_from_logs, function, enumerate, [BUILT_IN], , [BUILT_IN]: enumerate
taming-transformers/scripts/sample_fast.py:save_from_logs, function, chw_to_pillow, , , chw_to_pillow
taming-transformers/scripts/sample_fast.py:save_from_logs, function, x.save, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: x:save
taming-transformers/scripts/sample_fast.py:save_from_logs, function, type, , , type
taming-transformers/scripts/sample_fast.py:save_from_logs, function, condlabel.item, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: condlabel:item
taming-transformers/scripts/sample_fast.py:save_from_logs, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/scripts/sample_fast.py:save_from_logs, function, str, [BUILT_IN], , [BUILT_IN]: str
taming-transformers/scripts/sample_fast.py:get_parser, function, str2bool, , , str2bool
taming-transformers/scripts/sample_fast.py:get_parser, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/scripts/sample_fast.py:get_parser, function, v.lower, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: v:lower
taming-transformers/scripts/sample_fast.py:get_parser, function, argparse.ArgumentTypeError, [CLASS] [STDLIB], , [CLASS] [STDLIB]: argparse:ArgumentTypeError
taming-transformers/scripts/sample_fast.py:get_parser, function, argparse.ArgumentParser, [CLASS] [STDLIB], , [CLASS] [STDLIB]: argparse:ArgumentParser
taming-transformers/scripts/sample_fast.py:get_parser, function, parser.add_argument, [CLASS] [STDLIB], , [CLASS] [STDLIB]: parser:add_argument
taming-transformers/scripts/sample_fast.py:get_parser, function, default=list, , , default=list
taming-transformers/scripts/sample_fast.py:load_model_from_config, function, instantiate_from_config, [FUNC] [REPO], taming-transformers/main.py, [FUNC] [REPO]: main.instantiate_from_config
taming-transformers/scripts/sample_fast.py:load_model_from_config, function, model.load_state_dict, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:load_state_dict
taming-transformers/scripts/sample_fast.py:load_model_from_config, function, model.cuda, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:cuda
taming-transformers/scripts/sample_fast.py:load_model_from_config, function, model.eval, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:eval
taming-transformers/scripts/sample_fast.py:load_model, function, instantiate_from_config, [FUNC] [REPO], taming-transformers/main.py, [FUNC] [REPO]: main.instantiate_from_config
taming-transformers/scripts/sample_fast.py:load_model, function, model.load_state_dict, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:load_state_dict
taming-transformers/scripts/sample_fast.py:load_model, function, model.cuda, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:cuda
taming-transformers/scripts/sample_fast.py:load_model, function, model.eval, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:eval
taming-transformers/scripts/sample_fast.py:load_model, function, load_model, , , load_model
taming-transformers/scripts/sample_fast.py:load_model, function, torch.load, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:load
taming-transformers/scripts/sample_fast.py:load_model, function, print, , , print
taming-transformers/scripts/sample_fast.py:load_model, function, load_model_from_config, , , load_model_from_config
taming-transformers/scripts/sample_fast.py:chw_to_pillow, function, Image.fromarray, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Image:fromarray
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, dict, [BUILT_IN], , [BUILT_IN]: dict
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, type, , , type
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, repeat, , , repeat
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, time.time, [CLASS] [STDLIB], , [CLASS] [STDLIB]: time:time
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, sample_with_past, , , sample_with_past
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, print, , , print
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, model.decode_to_img, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:decode_to_img
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, dict, [BUILT_IN], , [BUILT_IN]: dict
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, repeat, , , repeat
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, time.time, [CLASS] [STDLIB], , [CLASS] [STDLIB]: time:time
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, sample_with_past, , , sample_with_past
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, print, , , print
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, model.decode_to_img, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:decode_to_img
taming-transformers/scripts/sample_fast.py:run, function, range, , , range
taming-transformers/scripts/sample_fast.py:run, function, print, , , print
taming-transformers/scripts/sample_fast.py:run, function, tqdm, , , tqdm
taming-transformers/scripts/sample_fast.py:run, function, sample_classconditional, , , sample_classconditional
taming-transformers/scripts/sample_fast.py:run, function, save_from_logs, , , save_from_logs
taming-transformers/scripts/sample_fast.py:run, function, sample_unconditional, , , sample_unconditional
taming-transformers/scripts/sample_fast.py:save_from_logs, function, enumerate, [BUILT_IN], , [BUILT_IN]: enumerate
taming-transformers/scripts/sample_fast.py:save_from_logs, function, chw_to_pillow, , , chw_to_pillow
taming-transformers/scripts/sample_fast.py:save_from_logs, function, x.save, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: x:save
taming-transformers/scripts/sample_fast.py:save_from_logs, function, type, , , type
taming-transformers/scripts/sample_fast.py:save_from_logs, function, condlabel.item, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: condlabel:item
taming-transformers/scripts/sample_fast.py:save_from_logs, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/scripts/sample_fast.py:save_from_logs, function, str, [BUILT_IN], , [BUILT_IN]: str
taming-transformers/scripts/sample_fast.py:get_parser, function, str2bool, , , str2bool
taming-transformers/scripts/sample_fast.py:get_parser, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/scripts/sample_fast.py:get_parser, function, v.lower, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: v:lower
taming-transformers/scripts/sample_fast.py:get_parser, function, argparse.ArgumentTypeError, [CLASS] [STDLIB], , [CLASS] [STDLIB]: argparse:ArgumentTypeError
taming-transformers/scripts/sample_fast.py:get_parser, function, argparse.ArgumentParser, [CLASS] [STDLIB], , [CLASS] [STDLIB]: argparse:ArgumentParser
taming-transformers/scripts/sample_fast.py:get_parser, function, parser.add_argument, [CLASS] [STDLIB], , [CLASS] [STDLIB]: parser:add_argument
taming-transformers/scripts/sample_fast.py:get_parser, function, default=list, , , default=list
taming-transformers/scripts/sample_fast.py:load_model_from_config, function, instantiate_from_config, , , instantiate_from_config
taming-transformers/scripts/sample_fast.py:load_model_from_config, function, model.load_state_dict, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:load_state_dict
taming-transformers/scripts/sample_fast.py:load_model_from_config, function, model.cuda, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:cuda
taming-transformers/scripts/sample_fast.py:load_model_from_config, function, model.eval, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:eval
taming-transformers/scripts/sample_fast.py:load_model, function, instantiate_from_config, , , instantiate_from_config
taming-transformers/scripts/sample_fast.py:load_model, function, model.load_state_dict, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:load_state_dict
taming-transformers/scripts/sample_fast.py:load_model, function, model.cuda, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:cuda
taming-transformers/scripts/sample_fast.py:load_model, function, model.eval, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:eval
taming-transformers/scripts/sample_fast.py:load_model, function, load_model, , , load_model
taming-transformers/scripts/sample_fast.py:load_model, function, torch.load, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:load
taming-transformers/scripts/sample_fast.py:load_model, function, print, , , print
taming-transformers/scripts/sample_fast.py:load_model, function, load_model_from_config, , , load_model_from_config
taming-transformers/taming/util.py:download, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/taming/util.py:download, function, requests.get, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/requests, [CLASS] [SIDE_PACKAGE]: requests:get
taming-transformers/taming/util.py:download, function, int, [BUILT_IN], , [BUILT_IN]: int
taming-transformers/taming/util.py:download, function, tqdm, [FUNC] [SIDE_PACKAGE], C:/Python39/lib/site-packages/tqdm, [FUNC] [SIDE_PACKAGE]: tqdm.tqdm
taming-transformers/taming/util.py:download, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:download, function, r.iter_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: r:iter_content
taming-transformers/taming/util.py:download, function, f.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:write
taming-transformers/taming/util.py:download, function, pbar.update, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pbar:update
taming-transformers/taming/util.py:md5_hash, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:md5_hash, function, f.read, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:read
taming-transformers/taming/util.py:md5_hash, function, hashlib.md5, [CLASS] [STDLIB], , [CLASS] [STDLIB]: hashlib:md5
taming-transformers/taming/util.py:get_ckpt_path, function, md5_hash, , , md5_hash
taming-transformers/taming/util.py:get_ckpt_path, function, print, , , print
taming-transformers/taming/util.py:get_ckpt_path, function, download, , , download
taming-transformers/taming/util.py:retrieve, function, key.split, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: key:split
taming-transformers/taming/util.py:retrieve, function, callable, , , callable
taming-transformers/taming/util.py:retrieve, function, KeyNotFoundError, , , KeyNotFoundError
taming-transformers/taming/util.py:retrieve, function, ValueError, , , ValueError
taming-transformers/taming/util.py:retrieve, function, list_or_dict, , , list_or_dict
taming-transformers/taming/util.py:retrieve, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/taming/util.py:retrieve, function, list_or_dict[int, , , list_or_dict[int
taming-transformers/taming/util.py:download, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/taming/util.py:download, function, requests.get, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/requests, [CLASS] [SIDE_PACKAGE]: requests:get
taming-transformers/taming/util.py:download, function, int, [BUILT_IN], , [BUILT_IN]: int
taming-transformers/taming/util.py:download, function, tqdm, [FUNC] [SIDE_PACKAGE], C:/Python39/lib/site-packages/tqdm, [FUNC] [SIDE_PACKAGE]: tqdm.tqdm
taming-transformers/taming/util.py:download, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:download, function, r.iter_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: r:iter_content
taming-transformers/taming/util.py:download, function, f.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:write
taming-transformers/taming/util.py:download, function, pbar.update, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pbar:update
taming-transformers/taming/util.py:md5_hash, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:md5_hash, function, f.read, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:read
taming-transformers/taming/util.py:md5_hash, function, hashlib.md5, [CLASS] [STDLIB], , [CLASS] [STDLIB]: hashlib:md5
taming-transformers/taming/util.py:get_ckpt_path, function, md5_hash, , , md5_hash
taming-transformers/taming/util.py:get_ckpt_path, function, print, , , print
taming-transformers/taming/util.py:get_ckpt_path, function, download, , , download
taming-transformers/taming/util.py:retrieve, function, key.split, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: key:split
taming-transformers/taming/util.py:retrieve, function, callable, , , callable
taming-transformers/taming/util.py:retrieve, function, KeyNotFoundError, , , KeyNotFoundError
taming-transformers/taming/util.py:retrieve, function, ValueError, , , ValueError
taming-transformers/taming/util.py:retrieve, function, list_or_dict, , , list_or_dict
taming-transformers/taming/util.py:retrieve, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/taming/util.py:retrieve, function, list_or_dict[int, , , list_or_dict[int
taming-transformers/taming/util.py:download, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/taming/util.py:download, function, requests.get, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/requests, [CLASS] [SIDE_PACKAGE]: requests:get
taming-transformers/taming/util.py:download, function, int, [BUILT_IN], , [BUILT_IN]: int
taming-transformers/taming/util.py:download, function, tqdm, , , tqdm
taming-transformers/taming/util.py:download, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:download, function, r.iter_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: r:iter_content
taming-transformers/taming/util.py:download, function, f.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:write
taming-transformers/taming/util.py:download, function, pbar.update, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pbar:update
taming-transformers/taming/util.py:md5_hash, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:md5_hash, function, f.read, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:read
taming-transformers/taming/util.py:md5_hash, function, hashlib.md5, [CLASS] [STDLIB], , [CLASS] [STDLIB]: hashlib:md5
taming-transformers/taming/util.py:get_ckpt_path, function, md5_hash, , , md5_hash
taming-transformers/taming/util.py:get_ckpt_path, function, print, , , print
taming-transformers/taming/util.py:get_ckpt_path, function, download, , , download
taming-transformers/taming/util.py:retrieve, function, key.split, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: key:split
taming-transformers/taming/util.py:retrieve, function, callable, , , callable
taming-transformers/taming/util.py:retrieve, function, KeyNotFoundError, , , KeyNotFoundError
taming-transformers/taming/util.py:retrieve, function, ValueError, , , ValueError
taming-transformers/taming/util.py:retrieve, function, list_or_dict, , , list_or_dict
taming-transformers/taming/util.py:retrieve, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/taming/util.py:retrieve, function, list_or_dict[int, , , list_or_dict[int
taming-transformers/taming/util.py:download, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/taming/util.py:download, function, requests.get, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/requests, [CLASS] [SIDE_PACKAGE]: requests:get
taming-transformers/taming/util.py:download, function, int, [BUILT_IN], , [BUILT_IN]: int
taming-transformers/taming/util.py:download, function, tqdm, , , tqdm
taming-transformers/taming/util.py:download, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:download, function, r.iter_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: r:iter_content
taming-transformers/taming/util.py:download, function, f.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:write
taming-transformers/taming/util.py:download, function, pbar.update, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pbar:update
taming-transformers/taming/util.py:md5_hash, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:md5_hash, function, f.read, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:read
taming-transformers/taming/util.py:md5_hash, function, hashlib.md5, [CLASS] [STDLIB], , [CLASS] [STDLIB]: hashlib:md5
taming-transformers/taming/util.py:get_ckpt_path, function, md5_hash, , , md5_hash
taming-transformers/taming/util.py:get_ckpt_path, function, print, , , print
taming-transformers/taming/util.py:get_ckpt_path, function, download, , , download
taming-transformers/taming/util.py:retrieve, function, key.split, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: key:split
taming-transformers/taming/util.py:retrieve, function, callable, , , callable
taming-transformers/taming/util.py:retrieve, function, KeyNotFoundError, , , KeyNotFoundError
taming-transformers/taming/util.py:retrieve, function, ValueError, , , ValueError
taming-transformers/taming/util.py:retrieve, function, list_or_dict, , , list_or_dict
taming-transformers/taming/util.py:retrieve, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/taming/util.py:retrieve, function, list_or_dict[int, , , list_or_dict[int
taming-transformers/taming/util.py:download, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/taming/util.py:download, function, requests.get, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/requests, [CLASS] [SIDE_PACKAGE]: requests:get
taming-transformers/taming/util.py:download, function, int, [BUILT_IN], , [BUILT_IN]: int
taming-transformers/taming/util.py:download, function, tqdm, [FUNC] [SIDE_PACKAGE], C:/Python39/lib/site-packages/tqdm, [FUNC] [SIDE_PACKAGE]: tqdm.tqdm
taming-transformers/taming/util.py:download, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:download, function, r.iter_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: r:iter_content
taming-transformers/taming/util.py:download, function, f.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:write
taming-transformers/taming/util.py:download, function, pbar.update, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pbar:update
taming-transformers/taming/util.py:md5_hash, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:md5_hash, function, f.read, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:read
taming-transformers/taming/util.py:md5_hash, function, hashlib.md5, [CLASS] [STDLIB], , [CLASS] [STDLIB]: hashlib:md5
taming-transformers/taming/util.py:get_ckpt_path, function, md5_hash, , , md5_hash
taming-transformers/taming/util.py:get_ckpt_path, function, print, , , print
taming-transformers/taming/util.py:get_ckpt_path, function, download, , , download
taming-transformers/taming/util.py:retrieve, function, key.split, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: key:split
taming-transformers/taming/util.py:retrieve, function, callable, , , callable
taming-transformers/taming/util.py:retrieve, function, KeyNotFoundError, , , KeyNotFoundError
taming-transformers/taming/util.py:retrieve, function, ValueError, , , ValueError
taming-transformers/taming/util.py:retrieve, function, list_or_dict, , , list_or_dict
taming-transformers/taming/util.py:retrieve, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/taming/util.py:retrieve, function, list_or_dict[int, , , list_or_dict[int
taming-transformers/taming/util.py:download, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/taming/util.py:download, function, requests.get, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/requests, [CLASS] [SIDE_PACKAGE]: requests:get
taming-transformers/taming/util.py:download, function, int, [BUILT_IN], , [BUILT_IN]: int
taming-transformers/taming/util.py:download, function, tqdm, , , tqdm
taming-transformers/taming/util.py:download, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:download, function, r.iter_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: r:iter_content
taming-transformers/taming/util.py:download, function, f.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:write
taming-transformers/taming/util.py:download, function, pbar.update, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pbar:update
taming-transformers/taming/util.py:md5_hash, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:md5_hash, function, f.read, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:read
taming-transformers/taming/util.py:md5_hash, function, hashlib.md5, [CLASS] [STDLIB], , [CLASS] [STDLIB]: hashlib:md5
taming-transformers/taming/util.py:get_ckpt_path, function, md5_hash, , , md5_hash
taming-transformers/taming/util.py:get_ckpt_path, function, print, , , print
taming-transformers/taming/util.py:get_ckpt_path, function, download, , , download
taming-transformers/taming/util.py:retrieve, function, key.split, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: key:split
taming-transformers/taming/util.py:retrieve, function, callable, , , callable
taming-transformers/taming/util.py:retrieve, function, KeyNotFoundError, , , KeyNotFoundError
taming-transformers/taming/util.py:retrieve, function, ValueError, , , ValueError
taming-transformers/taming/util.py:retrieve, function, list_or_dict, , , list_or_dict
taming-transformers/taming/util.py:retrieve, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/taming/util.py:retrieve, function, list_or_dict[int, , , list_or_dict[int
taming-transformers/taming/util.py:download, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/taming/util.py:download, function, requests.get, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/requests, [CLASS] [SIDE_PACKAGE]: requests:get
taming-transformers/taming/util.py:download, function, int, [BUILT_IN], , [BUILT_IN]: int
taming-transformers/taming/util.py:download, function, tqdm, , , tqdm
taming-transformers/taming/util.py:download, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:download, function, r.iter_content, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: r:iter_content
taming-transformers/taming/util.py:download, function, f.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:write
taming-transformers/taming/util.py:download, function, pbar.update, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pbar:update
taming-transformers/taming/util.py:md5_hash, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/util.py:md5_hash, function, f.read, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:read
taming-transformers/taming/util.py:md5_hash, function, hashlib.md5, [CLASS] [STDLIB], , [CLASS] [STDLIB]: hashlib:md5
taming-transformers/taming/util.py:get_ckpt_path, function, md5_hash, , , md5_hash
taming-transformers/taming/util.py:get_ckpt_path, function, print, , , print
taming-transformers/taming/util.py:get_ckpt_path, function, download, , , download
taming-transformers/taming/util.py:retrieve, function, key.split, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: key:split
taming-transformers/taming/util.py:retrieve, function, callable, , , callable
taming-transformers/taming/util.py:retrieve, function, KeyNotFoundError, , , KeyNotFoundError
taming-transformers/taming/util.py:retrieve, function, ValueError, , , ValueError
taming-transformers/taming/util.py:retrieve, function, list_or_dict, , , list_or_dict
taming-transformers/taming/util.py:retrieve, function, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
taming-transformers/taming/util.py:retrieve, function, list_or_dict[int, , , list_or_dict[int
taming-transformers/taming/data/imagenet.py:give_synsets_from_indices, function, open, [BUILT_IN], , [BUILT_IN]: open
taming-transformers/taming/data/imagenet.py:give_synsets_from_indices, function, yaml.load, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/yaml, [CLASS] [SIDE_PACKAGE]: yaml:load
taming-transformers/taming/data/imagenet.py:give_synsets_from_indices, function, synsets.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: synsets:append
taming-transformers/taming/data/imagenet.py:give_synsets_from_indices, function, print, , , print
taming-transformers/taming/data/imagenet.py:str_to_indices, function, string.endswith, [CLASS] [STDLIB], , [CLASS] [STDLIB]: string:endswith
taming-transformers/taming/data/imagenet.py:str_to_indices, function, string.split, [CLASS] [STDLIB], , [CLASS] [STDLIB]: string:split
taming-transformers/taming/data/imagenet.py:str_to_indices, function, sub.split, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: sub:split
taming-transformers/taming/data/imagenet.py:str_to_indices, function, len, , , len
taming-transformers/taming/data/imagenet.py:str_to_indices, function, indices.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: indices:append
taming-transformers/taming/data/imagenet.py:str_to_indices, function, range, , , range
taming-transformers/taming/data/imagenet.py:str_to_indices, function, int, [BUILT_IN], , [BUILT_IN]: int
taming-transformers/taming/data/imagenet.py:str_to_indices, function, indices.extend, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: indices:extend
taming-transformers/taming/data/imagenet.py:str_to_indices, function, sorted, [BUILT_IN], , [BUILT_IN]: sorted
taming-transformers/taming/data/imagenet.py:get_preprocessor, function, list, , , list
taming-transformers/taming/data/imagenet.py:get_preprocessor, function, albumentations.SmallestMaxSize, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: albumentations:SmallestMaxSize
taming-transformers/taming/data/imagenet.py:get_preprocessor, function, transforms.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: transforms:append
taming-transformers/taming/data/imagenet.py:get_preprocessor, function, albumentations.CenterCrop, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: albumentations:CenterCrop
taming-transformers/taming/data/imagenet.py:get_preprocessor, function, albumentations.RandomCrop, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: albumentations:RandomCrop
taming-transformers/taming/data/imagenet.py:get_preprocessor, function, albumentations.HorizontalFlip, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: albumentations:HorizontalFlip
taming-transformers/taming/data/imagenet.py:get_preprocessor, function, albumentations.Compose, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: albumentations:Compose
taming-transformers/taming/data/imagenet.py:rgba_to_depth, function, len, , , len
taming-transformers/taming/data/imagenet.py:rgba_to_depth, function, x.copy, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: x:copy
taming-transformers/taming/data/imagenet.py:rgba_to_depth, function, y.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: y:reshape
