uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
dalle_pytorch/tokenizer.py:YttmTokenizer:encode,YttmTokenizer:encode,method,3,7,7,105,15.0,0,0,"['self', 'texts']","[None, None]","[None, None]",247,[],['list'],1
dalle_pytorch/tokenizer.py:YttmTokenizer:tokenize,YttmTokenizer:tokenize,method,14,40,35,392,9.8,1,3,"['self', 'texts', 'context_length ', 'truncate_text ']","[None, None, None, None]","[None, None, ' 256', ' False']",137,[],"['isinstance', 'self.encode', 'torch.zeros', 'enumerate', 'len', 'RuntimeError', 'torch.tensor']",7
dalle_pytorch/transformer.py:exists,exists,function,2,5,5,18,3.6,0,0,['val'],[None],[None],17,[],[],0
dalle_pytorch/transformer.py:default,default,function,3,6,6,27,4.5,0,1,"['val', 'd']","[None, None]","[None, None]",20,[],['exists'],1
dalle_pytorch/transformer.py:cast_tuple,cast_tuple,function,4,13,10,87,6.69,0,2,"['val', 'depth ']","[None, None]","[None, ' 1']",23,[],"['isinstance', 'tuple']",2
dalle_pytorch/transformer.py:DivideMax,DivideMax,class,9,17,15,128,7.53,0,0,[],[],[],30,[],[],0
dalle_pytorch/transformer.py:LayerScale,LayerScale,class,13,39,33,287,7.36,0,1,[],[],[],40,[],[],0
dalle_pytorch/transformer.py:PreNorm,PreNorm,class,8,16,15,149,9.31,0,0,[],[],[],58,[],[],0
dalle_pytorch/transformer.py:GEGLU,GEGLU,class,7,11,11,67,6.09,0,0,[],[],[],69,[],[],0
dalle_pytorch/transformer.py:FeedForward,FeedForward,class,9,25,23,205,8.2,0,0,[],[],[],74,[],[],0
dalle_pytorch/transformer.py:PreShiftToken,PreShiftToken,class,36,121,79,913,7.55,0,0,[],[],[],89,[],[],0
dalle_pytorch/transformer.py:Transformer,Transformer,class,54,342,227,3086,9.02,1,5,[],[],[],130,[],[],0
dalle_pytorch/transformer.py:DivideMax:__init__,DivideMax:__init__,method,3,3,3,31,10.33,0,0,"['self', 'dim']","[None, None]","[None, None]",31,[],['super'],1
dalle_pytorch/transformer.py:DivideMax:forward,DivideMax:forward,method,4,8,7,53,6.62,0,0,"['self', 'x']","[None, None]","[None, None]",35,[],['x.amax'],1
dalle_pytorch/transformer.py:LayerScale:__init__,LayerScale:__init__,method,10,26,22,189,7.27,0,1,"['self', 'dim', 'depth', 'fn']","[None, None, None, None]","[None, None, None, None]",41,[],"['super', 'torch.zeros', 'nn.Parameter']",3
dalle_pytorch/transformer.py:LayerScale:forward,LayerScale:forward,method,2,4,4,36,9.0,0,0,"['self', 'x', '**kwargs']","[None, None, None]","[None, None, None]",53,[],['self.fn'],1
dalle_pytorch/transformer.py:PreNorm:__init__,PreNorm:__init__,method,5,5,5,57,11.4,0,0,"['self', 'dim', 'fn']","[None, None, None]","[None, None, None]",59,[],"['super', 'nn.LayerNorm']",2
dalle_pytorch/transformer.py:PreNorm:forward,PreNorm:forward,method,2,3,3,36,12.0,0,0,"['self', 'x', '**kwargs']","[None, None, None]","[None, None, None]",53,[],['self.fn'],1
dalle_pytorch/transformer.py:GEGLU:forward,GEGLU:forward,method,6,8,8,47,5.88,0,0,"['self', 'x']","[None, None]","[None, None]",35,[],"['x.chunk', 'F.gelu']",2
dalle_pytorch/transformer.py:FeedForward:__init__,FeedForward:__init__,method,6,13,13,125,9.62,0,0,"['self', 'dim', 'dropout ', 'mult ']","[None, None, None, None]","[None, None, ' 0.', ' 4.']",75,[],"['super', 'nn.Sequential', 'nn.Linear', 'GEGLU', 'nn.Dropout']",5
dalle_pytorch/transformer.py:FeedForward:forward,FeedForward:forward,method,2,2,2,17,8.5,0,0,"['self', 'x']","[None, None]","[None, None]",35,[],['self.net'],1
dalle_pytorch/transformer.py:PreShiftToken:__init__,PreShiftToken:__init__,method,7,7,7,77,11.0,0,0,"['self', 'fn', 'image_size', 'seq_len']","[None, None, None, None]","[None, None, None, None]",90,[],['super'],1
dalle_pytorch/transformer.py:PreShiftToken:forward,PreShiftToken:forward,method,31,105,64,765,7.29,0,0,"['self', 'x', '**kwargs']","[None, None, None]","[None, None, None]",53,[],"['F.pad', 'rearrange', 'x_text.chunk', 'torch.cat', 'x_img.chunk', 'self.fn']",6
dalle_pytorch/transformer.py:Transformer:__init__,Transformer:__init__,method,51,299,196,2750,9.2,1,5,"['self', '*', 'dim', 'depth', 'seq_len', 'reversible ', 'causal ', 'heads ', 'dim_head ', 'ff_mult ', 'attn_dropout ', 'ff_dropout ', 'attn_types ', 'image_fmap_size ', 'sparse_attn ', 'stable ', 'shift_tokens ', 'rotary_emb ']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, ' False', ' True', ' 8', ' 64', ' 4', ' 0.', ' 0.', ' None', ' None', ' False', ' False', ' True', ' True']",131,[],"['super', 'nn.ModuleList', 'cast_tuple', 'default', 'islice', 'zip', 'partial', 'ValueError', 'attn_class', 'FeedForward', 'map', 'PreShiftToken', 'layers.append', 'LayerScale', 'PreNorm', 'execute_type', 'RotaryEmbedding', 'text_pos_emb', 'torch.cat', 'img_axial_pos_emb', 'broadcat', 'rearrange', 'self.register_buffer']",23
dalle_pytorch/transformer.py:Transformer:forward,Transformer:forward,method,2,5,5,57,11.4,0,0,"['self', 'x', '**kwargs']","[None, None, None]","[None, None, None]",53,[],['self.layers'],1
dalle_pytorch/vae.py:exists,exists,function,2,5,5,18,3.6,0,0,['val'],[None],[None],37,[],[],0
dalle_pytorch/vae.py:default,default,function,3,6,6,27,4.5,0,1,"['val', 'd']","[None, None]","[None, None]",40,[],['exists'],1
dalle_pytorch/vae.py:load_model,load_model,function,4,9,9,76,8.44,0,0,['path'],[None],[None],43,[],"['open', 'torch.load', 'torch.device']",3
dalle_pytorch/vae.py:map_pixels,map_pixels,function,1,6,6,21,3.5,0,0,"['x', 'eps ']","[None, None]","[None, ' 0.1']",47,[],[],0
dalle_pytorch/vae.py:unmap_pixels,unmap_pixels,function,2,8,8,40,5.0,0,0,"['x', 'eps ']","[None, None]","[None, ' 0.1']",50,[],['torch.clamp'],1
dalle_pytorch/vae.py:download,download,function,21,82,52,1102,13.44,1,6,"['url', 'filename ', 'root ']","[None, None, None]","[None, ' None', ' CACHE_PATH']",53,[],"['os.makedirs', 'default', 'RuntimeError', 'open', 'tqdm', 'source.read', 'output.write', 'loop.update', 'os.rename']",9
dalle_pytorch/vae.py:make_contiguous,make_contiguous,function,5,7,7,82,11.71,1,0,['module'],[None],[None],96,[],"['torch.no_grad', 'module.parameters', 'param.set_']",3
dalle_pytorch/vae.py:get_obj_from_str,get_obj_from_str,function,9,13,13,177,13.62,0,1,"['string', 'reload']","[None, None]","[None, 'False']",138,[],"['string.rsplit', 'importlib.import_module', 'importlib.reload', 'getattr']",4
dalle_pytorch/vae.py:instantiate_from_config,instantiate_from_config,function,3,14,14,145,10.36,0,1,['config'],[None],[None],145,[],"['KeyError', 'get_obj_from_str', 'dict']",3
dalle_pytorch/vae.py:OpenAIDiscreteVAE,OpenAIDiscreteVAE,class,29,79,58,707,8.95,0,0,[],[],[],103,[],[],0
dalle_pytorch/vae.py:VQGanVAE,VQGanVAE,class,53,166,125,1937,11.67,0,4,[],[],[],150,[],[],0
dalle_pytorch/vae.py:OpenAIDiscreteVAE:__init__,OpenAIDiscreteVAE:__init__,method,8,12,12,209,17.42,0,0,['self'],[None],[None],104,[],"['super', 'load_model', 'make_contiguous']",3
dalle_pytorch/vae.py:OpenAIDiscreteVAE:get_codebook_indices,OpenAIDiscreteVAE:get_codebook_indices,method,8,17,17,112,6.59,0,0,"['self', 'img']","[None, None]","[None, None]",116,[],"['map_pixels', 'torch.argmax', 'rearrange']",3
dalle_pytorch/vae.py:OpenAIDiscreteVAE:decode,OpenAIDiscreteVAE:decode,method,12,36,27,246,6.83,0,0,"['self', 'img_seq']","[None, None]","[None, None]",122,[],"['rearrange', 'int', 'F.one_hot', 'self.dec', 'unmap_pixels']",5
dalle_pytorch/vae.py:OpenAIDiscreteVAE:forward,OpenAIDiscreteVAE:forward,method,1,2,2,19,9.5,0,0,"['self', 'img']","[None, None]","[None, None]",132,[],[],0
dalle_pytorch/vae.py:VQGanVAE:__init__,VQGanVAE:__init__,method,28,56,51,904,16.14,0,1,"['self', 'vqgan_model_path', 'vqgan_config_path']","[None, None, None]","[None, 'None', 'None']",151,[],"['super', 'download', 'str', 'OmegaConf.load', 'instantiate_from_config', 'torch.load', 'model.load_state_dict', 'print', 'int', 'isinstance', 'self._register_external_parameters']",11
dalle_pytorch/vae.py:VQGanVAE:_register_external_parameters,VQGanVAE:_register_external_parameters,method,4,19,17,313,16.47,0,1,['self'],[None],[None],185,"['        """"""Register external parameters for DeepSpeed partitioning.""""""\n']",['distributed_utils.using_backend'],1
dalle_pytorch/vae.py:VQGanVAE:get_codebook_indices,VQGanVAE:get_codebook_indices,method,9,33,25,169,5.12,0,1,"['self', 'img']","[None, None]","[None, None]",116,"['        """"""Register external parameters for DeepSpeed partitioning.""""""\n']",['rearrange'],1
dalle_pytorch/vae.py:VQGanVAE:decode,VQGanVAE:decode,method,12,40,33,325,8.12,0,1,"['self', 'img_seq']","[None, None]","[None, None]",122,[],"['F.one_hot', 'rearrange', 'int']",3
dalle_pytorch/vae.py:VQGanVAE:forward,VQGanVAE:forward,method,1,2,2,19,9.5,0,0,"['self', 'img']","[None, None]","[None, None]",132,[],[],0
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend,DeepSpeedBackend,class,52,309,174,3209,10.39,0,8,[],[],[],9,[],[],0
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:wrap_arg_parser,DeepSpeedBackend:wrap_arg_parser,method,5,37,33,332,8.97,0,1,"['self', 'parser']","[None, None]","[None, None]",15,[],"['self.has_backend', 'parser.add_argument']",2
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_initialize,DeepSpeedBackend:_initialize,method,3,4,4,113,28.25,0,1,['self'],[None],[None],36,[],[],0
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_require_torch_distributed_init,DeepSpeedBackend:_require_torch_distributed_init,method,1,17,17,147,8.65,0,0,[],[],[],42,"['        """"""Raise an error when `torch.distributed` has not been\n', '        initialized yet.\n', '        """"""\n']",[],0
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_get_world_size,DeepSpeedBackend:_get_world_size,method,3,3,3,79,26.33,0,0,['self'],[None],[None],50,[],['self._require_torch_distributed_init'],1
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_get_rank,DeepSpeedBackend:_get_rank,method,3,3,3,73,24.33,0,0,['self'],[None],[None],54,[],['self._require_torch_distributed_init'],1
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_get_local_rank,DeepSpeedBackend:_get_local_rank,method,2,3,3,74,24.67,0,0,['self'],[None],[None],58,[],"['self._require_torch_distributed_init', 'int']",2
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_local_barrier,DeepSpeedBackend:_local_barrier,method,2,2,2,66,33.0,0,0,['self'],[None],[None],62,[],['self._require_torch_distributed_init'],1
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_check_args,DeepSpeedBackend:_check_args,method,6,14,9,165,11.79,0,0,"['self', 'args', 'optimizer', 'lr_scheduler', 'kwargs']","[None, None, None, None, None]","[None, None, None, None, None]",66,"['        """"""Return an appropriate optimizer and learning rate scheduler\n', '        after checking the values passed to `distribute`.\n', '        """"""\n']","['self._check_argvs', 'self._check_config']",2
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_check_argvs,DeepSpeedBackend:_check_argvs,method,9,66,49,516,7.82,0,3,"['self', 'args', 'optimizer', 'lr_scheduler', 'kwargs']","[None, None, None, None, None]","[None, None, None, None, None]",75,"['        """"""Apply several sanity checks to the given command\n', '        line arguments.\n', '        """"""\n']",['print'],1
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_check_config,DeepSpeedBackend:_check_config,method,9,83,44,590,7.11,0,3,"['self', 'args', 'optimizer', 'lr_scheduler', 'kwargs']","[None, None, None, None, None]","[None, None, None, None, None]",105,"['        """"""Return an appropriate optimizer and learning rate scheduler\n', '        for the DeepSpeed configuration.\n', '        """"""\n']","['open', 'json.load', 'print']",3
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_distribute,DeepSpeedBackend:_distribute,method,6,17,17,264,15.53,0,0,"['self', 'args', 'model', 'optimizer', 'model_parameters', 'training_data', 'lr_scheduler', '**kwargs', '']","[None, None, None, None, None, None, None, None, None]","[None, 'None', 'None', 'None', 'None', 'None', 'None', None, None]",135,[],['self._check_args'],1
dalle_pytorch/distributed_backends/deepspeed_backend.py:DeepSpeedBackend:_average_all,DeepSpeedBackend:_average_all,method,6,8,7,178,22.25,0,0,"['self', 'tensor']","[None, None]","[None, None]",165,[],"['self._require_torch_distributed_init', 'tensor.detach', 'self.get_world_size']",3
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend,DistributedBackend,class,47,193,117,2130,11.04,0,2,[],[],[],12,[],[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:__init__,DistributedBackend:__init__,method,3,18,11,165,9.17,0,2,['self'],[None],[None],42,[],['NotImplementedError'],1
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:has_backend,DistributedBackend:has_backend,method,4,9,8,114,12.67,0,0,['self'],[None],[None],48,"['        """"""Return whether the backend module is now imported.""""""\n']",['import_module'],1
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:check_batch_size,DistributedBackend:check_batch_size,method,2,17,17,133,7.82,0,0,"['self', 'batch_size']","[None, None]","[None, None]",56,"['        """"""Check whether the batch size makes sense for distribution.""""""\n']",['self.get_world_size'],1
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:wrap_arg_parser,DistributedBackend:wrap_arg_parser,method,1,2,2,24,12.0,0,0,"['self', 'parser']","[None, None]","[None, None]",62,"['        """"""Add arguments to support optional distributed backend usage.""""""\n']",[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:initialize,DistributedBackend:initialize,method,2,3,3,43,14.33,0,0,['self'],[None],[None],66,"['        """"""Initialize the distributed backend.""""""\n']",['self._initialize'],1
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:_initialize,DistributedBackend:_initialize,method,1,2,2,24,12.0,0,0,['self'],[None],[None],71,"['        """"""Initialize the distributed backend.""""""\n']",[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:require_init,DistributedBackend:require_init,method,1,25,24,177,7.08,0,0,['self'],[None],[None],75,"['        """"""Raise an error when the backend has not been initialized yet.""""""\n']",[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:get_world_size,DistributedBackend:get_world_size,method,3,3,3,48,16.0,0,0,['self'],[None],[None],82,"['        """"""Return the amount of distributed processes.""""""\n']","['self.require_init', 'self._get_world_size']",2
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:_get_world_size,DistributedBackend:_get_world_size,method,1,2,2,24,12.0,0,0,['self'],[None],[None],87,"['        """"""Return the amount of distributed processes.""""""\n']",[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:get_rank,DistributedBackend:get_rank,method,3,3,3,42,14.0,0,0,['self'],[None],[None],91,"['        """"""Return the global rank of the calling worker process.""""""\n']","['self.require_init', 'self._get_rank']",2
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:_get_rank,DistributedBackend:_get_rank,method,1,2,2,24,12.0,0,0,['self'],[None],[None],96,"['        """"""Return the global rank of the calling worker process.""""""\n']",[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:get_local_rank,DistributedBackend:get_local_rank,method,3,3,3,48,16.0,0,0,['self'],[None],[None],100,"['        """"""Return the local rank of the calling worker process.\n', ""        The local rank is the rank based on a single node's processes.\n"", '        """"""\n']","['self.require_init', 'self._get_local_rank']",2
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:_get_local_rank,DistributedBackend:_get_local_rank,method,1,2,2,24,12.0,0,0,['self'],[None],[None],107,"['        """"""Return the local rank of the calling worker process.\n', ""        The local rank is the rank based on a single node's processes.\n"", '        """"""\n']",[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:is_root_worker,DistributedBackend:is_root_worker,method,2,3,3,37,12.33,0,0,['self'],[None],[None],113,"['        """"""Return whether the calling worker has the root rank.""""""\n']",['self.get_rank'],1
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:is_local_root_worker,DistributedBackend:is_local_root_worker,method,2,3,3,43,14.33,0,0,['self'],[None],[None],117,"['        """"""Return whether the calling worker has the root rank on this node.""""""\n']",['self.get_local_rank'],1
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:local_barrier,DistributedBackend:local_barrier,method,2,2,2,41,20.5,0,0,['self'],[None],[None],121,"['        """"""Wait until all processes on this node have called this function.""""""\n']","['self.require_init', 'self._local_barrier']",2
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:_local_barrier,DistributedBackend:_local_barrier,method,1,2,2,24,12.0,0,0,['self'],[None],[None],126,"['        """"""Wait until all processes on this node have called this function.""""""\n']",[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:distribute,DistributedBackend:distribute,method,3,11,11,126,11.45,0,0,"['self', 'args', 'model', 'optimizer', 'model_parameters', 'training_data', 'lr_scheduler', '**kwargs', '']","[None, None, None, None, None, None, None, None, None]","[None, 'None', 'None', 'None', 'None', 'None', 'None', None, None]",130,[],"['self.require_init', 'self._distribute']",2
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:_distribute,DistributedBackend:_distribute,method,1,2,2,24,12.0,0,0,"['self', 'args', 'model', 'optimizer', 'model_parameters', 'training_data', 'lr_scheduler', '**kwargs', '']","[None, None, None, None, None, None, None, None, None]","[None, 'None', 'None', 'None', 'None', 'None', 'None', None, None]",155,"['        """"""Return a distributed model engine, optimizer, dataloader, and\n', '        learning rate scheduler. These are obtained by wrapping the\n', '        given values with the backend.\n', '        """"""\n']",[],0
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:average_all,DistributedBackend:average_all,method,3,3,3,51,17.0,0,0,"['self', 'tensor']","[None, None]","[None, None]",171,"['        """"""Return the average of `tensor` over all workers.""""""\n']","['self.require_init', 'self._average_all']",2
dalle_pytorch/distributed_backends/distributed_backend.py:DistributedBackend:_average_all,DistributedBackend:_average_all,method,1,2,2,24,12.0,0,0,"['self', 'tensor']","[None, None]","[None, None]",176,"['        """"""Return the average of `tensor` over all workers.""""""\n']",[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend,DummyBackend,class,15,53,37,542,10.23,0,0,[],[],[],4,[],[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:has_backend,DummyBackend:has_backend,method,1,2,2,10,5.0,0,0,['self'],[None],[None],15,[],[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:wrap_arg_parser,DummyBackend:wrap_arg_parser,method,2,2,2,12,6.0,0,0,"['self', 'parser']","[None, None]","[None, None]",18,[],[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:_initialize,DummyBackend:_initialize,method,0,1,1,4,4.0,0,0,['self'],[None],[None],21,[],[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:_get_world_size,DummyBackend:_get_world_size,method,1,2,2,7,3.5,0,0,['self'],[None],[None],24,[],[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:_get_rank,DummyBackend:_get_rank,method,2,2,2,20,10.0,0,0,['self'],[None],[None],27,[],[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:_get_local_rank,DummyBackend:_get_local_rank,method,2,2,2,20,10.0,0,0,['self'],[None],[None],30,[],[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:_local_barrier,DummyBackend:_local_barrier,method,0,1,1,4,4.0,0,0,['self'],[None],[None],33,[],[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:_distribute,DummyBackend:_distribute,method,1,5,5,50,10.0,0,0,"['self', '_args', 'model', 'optimizer', '_model_parameters', 'training_data', 'lr_scheduler', '**_kwargs', '']","[None, None, None, None, None, None, None, None, None]","[None, 'None', 'None', 'None', 'None', 'None', 'None', None, None]",36,"['        """"""Return the model, optimizer, dataloader, and learning rate scheduler\n', '        as is.\n', '        """"""\n']",[],0
dalle_pytorch/distributed_backends/dummy_backend.py:DummyBackend:_average_all,DummyBackend:_average_all,method,2,2,2,12,6.0,0,0,"['self', 'tensor']","[None, None]","[None, None]",51,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend,HorovodBackend,class,26,65,49,1014,15.6,0,1,[],[],[],6,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:wrap_arg_parser,HorovodBackend:wrap_arg_parser,method,2,2,2,12,6.0,0,0,"['self', 'parser']","[None, None]","[None, None]",12,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:check_batch_size,HorovodBackend:check_batch_size,method,0,1,1,4,4.0,0,0,"['self', 'batch_size']","[None, None]","[None, None]",15,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:_initialize,HorovodBackend:_initialize,method,3,4,4,101,25.25,0,1,['self'],[None],[None],20,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:_get_world_size,HorovodBackend:_get_world_size,method,2,2,2,32,16.0,0,0,['self'],[None],[None],25,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:_get_rank,HorovodBackend:_get_rank,method,2,2,2,32,16.0,0,0,['self'],[None],[None],28,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:_get_local_rank,HorovodBackend:_get_local_rank,method,2,2,2,38,19.0,0,0,['self'],[None],[None],31,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:_local_barrier,HorovodBackend:_local_barrier,method,1,1,1,26,26.0,0,0,['self'],[None],[None],34,[],[],0
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:_distribute,HorovodBackend:_distribute,method,5,13,11,282,21.69,0,0,"['self', '_args', 'model', 'optimizer', '_model_parameters', 'training_data', 'lr_scheduler', '**_kwargs', '']","[None, None, None, None, None, None, None, None, None]","[None, 'None', 'None', 'None', 'None', 'None', 'None', None, None]",38,[],['model.state_dict'],1
dalle_pytorch/distributed_backends/horovod_backend.py:HorovodBackend:_average_all,HorovodBackend:_average_all,method,3,4,3,61,15.25,0,0,"['self', 'tensor']","[None, None]","[None, None]",55,[],[],0
