uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
utilmy/zutil.py:pd_toexcel_many,pd_toexcel_many,function,1,3,3,40,13.33,0,0,"['outfile', 'df1', 'df2', 'df3', 'df4', 'df5', 'df6', 'outfile', 'sheet_name=""df1"")if df2 is not None']","[None, None, None, None, None, None, None, None, '']","['""file1.xlsx""', 'None', 'None', 'None', 'None', 'None', 'Nonedf1', None, '""df1"")if df2 is not None:']",1492,[],['pd_toexcel'],1
utilmy/zutil.py:find_fuzzy,find_fuzzy,function,4,10,10,49,4.9,1,1,"['xstring', 'list_string']","[None, None]","[None, None]",1509,"['    """""" if xstring matches partially, add to the list   """"""\n']",['xi.find'],1
utilmy/zutil.py:str_match_fuzzy,str_match_fuzzy,function,4,12,11,65,5.42,1,1,"['xstring', 'list_string']","[None, None]","[None, None]",1514,"['    """""" if any of list_strinf elt matches partially xstring """"""\n']",['xstring.find'],1
utilmy/zutil.py:str_parse_stringcalendar,str_parse_stringcalendar,function,14,40,30,282,7.05,3,1,['cal'],[None],[None],1522,"['    """"""----------Parse Calendar  --------""""""\n']","['cal.split', 'x.find', 'cal4.append', 'np.array', 'print']",5
utilmy/zutil.py:str_make_unicode,str_make_unicode,function,6,13,10,123,9.46,0,1,"['input_str', 'errors']","[None, None]","[None, '""replace""']",1539,[],"['type', 'input_str.decode']",2
utilmy/zutil.py:str_empty_string_array,str_empty_string_array,function,8,33,23,182,5.52,2,1,"['x', 'y']","[None, None]","[None, '1']",1548,[],"['range', 'str_empty_string_array_numpy', 'np.empty']",3
utilmy/zutil.py:str_empty_string_array_numpy,str_empty_string_array_numpy,function,4,9,8,56,6.22,0,0,"['nx', 'ny']","[None, None]","[None, '1']",1555,[],['np.empty'],1
utilmy/zutil.py:str_isfloat,str_isfloat,function,2,8,7,58,7.25,0,0,['value'],[None],[None],1561,[],['float'],1
utilmy/zutil.py:str_is_azchar,str_is_azchar,function,2,8,7,54,6.75,0,0,['x'],[None],[None],1569,[],['float'],1
utilmy/zutil.py:str_is_az09char,str_is_az09char,function,2,8,7,54,6.75,0,0,['x'],[None],[None],1577,[],['float'],1
utilmy/zutil.py:str_reindent,str_reindent,function,3,8,7,65,8.12,0,0,"['s', 'num_spaces)', 'string', 'maxsplit=0)', 'delimiters))regex_pattern', 'string', 'maxsplit)sep2', 'll', 'maxsplit=0)', 're.S)lambda m', 'll)return llx)']","[None, '  # change indentation of multine string""\\n"")num_spaces * "" "") + line.lstrip() for line in s]s)return sdelimiters', None, '', None, None, None, None, '', ' m.group(1) if m.group(1) else ""P""', '']","[None, None, None, '0):  # Split into Sub-Sentenceimport remap(re.escape', None, None, None, None, '0):  # Find Sentence Patternimport re_ = maxsplitsep2)""("" + regex_pat + r"")|(?:(?!"" + regex_pat + "").)*""', None, None]",1585,"['    """"""\n', '   if args:\n', ""       aux= name1+'.'+obj.__name__ +'('+ str(args) +')  \\n' + str(inspect.getdoc(obj))\n"", ""       aux= aux.replace('\\n', '\\n       ')\n"", '       aux= aux.rstrip()\n', ""       aux= aux + ' \\n'\n"", '       wi( aux)\n', '    """"""\n']",['x.decode'],1
utilmy/zutil.py:str_split2,str_split2,function,3,8,7,65,8.12,0,0,"['delimiters', 'string', 'maxsplit=0)', 'delimiters))regex_pattern', 'string', 'maxsplit)sep2', 'll', 'maxsplit=0)', 're.S)lambda m', 'll)return llx)']","[None, None, '', None, None, None, None, '', ' m.group(1) if m.group(1) else ""P""', '']","[None, None, '0):  # Split into Sub-Sentenceimport remap(re.escape', None, None, None, None, '0):  # Find Sentence Patternimport re_ = maxsplitsep2)""("" + regex_pat + r"")|(?:(?!"" + regex_pat + "").)*""', None, None]",1600,[],['x.decode'],1
utilmy/zutil.py:str_split_pattern,str_split_pattern,function,3,8,7,65,8.12,0,0,"['sep2', 'll', 'maxsplit=0)', 're.S)lambda m', 'll)return llx)']","[None, None, '', ' m.group(1) if m.group(1) else ""P""', '']","[None, None, '0):  # Find Sentence Patternimport re_ = maxsplitsep2)""("" + regex_pat + r"")|(?:(?!"" + regex_pat + "").)*""', None, None]",1607,[],['x.decode'],1
utilmy/zutil.py:pd_str_isascii,pd_str_isascii,function,3,8,7,65,8.12,0,0,['x'],[None],[None],1619,[],['x.decode'],1
utilmy/zutil.py:str_to_utf8,str_to_utf8,function,2,2,2,23,11.5,0,0,['x'],[None],[None],1627,"['    """""" Do it before saving/output to external printer """"""\n']",['x.encode'],1
utilmy/zutil.py:str_to_unicode,str_to_unicode,function,4,13,9,80,6.15,0,2,"['x', 'encoding']","[None, None]","[None, '""utf-8""']",1632,"['    """""" Do it First after Loading some text """"""\n']","['isinstance', 'str']",2
utilmy/zutil.py:np_minimize,np_minimize,function,28,116,91,902,7.78,2,5,"['fun_obj', 'x0', 'argext', '0']","[None, None, None, None]","[None, 'None', '(0', None]",1642,[],"['penalty', 'enumerate', 'max', 'loss', 'fun_obj', 'np_minimize_de', 'range', 'next', 'print', 'save', 'date_now', 'np_int_tostr', 'np.mod', 'np.abs']",14
utilmy/zutil.py:np_minimize_de,np_minimize_de,function,17,56,47,452,8.07,1,3,"['fun_obj', 'bounds', 'name1', 'maxiter', 'popsize', 'solver']","[None, None, None, None, None, None]","[None, None, None, '10', '5', 'None']",1662,[],"['range', 'next', 'print', 'save', 'date_now', 'np_int_tostr', 'np.mod', 'np.abs']",8
utilmy/zutil.py:np_remove_na_inf_2d,np_remove_na_inf_2d,function,12,26,23,117,4.5,2,1,['x'],[None],[None],1686,[],"['np.shape', 'range', 'np.isnan', 'np.isinf']",4
utilmy/zutil.py:np_addcolumn,np_addcolumn,function,7,10,9,85,8.5,0,0,"['arr', 'nbcol']","[None, None]","[None, None]",1695,[],"['np.shape', 'np.zeros', 'np.column_stack']",3
utilmy/zutil.py:np_addrow,np_addrow,function,8,18,17,138,7.67,0,1,"['arr', 'nbrow']","[None, None]","[None, None]",1702,[],"['np.shape', 'len', 'np.zeros', 'np.row_stack', 'np.append']",5
utilmy/zutil.py:np_int_tostr,np_int_tostr,function,3,17,12,72,4.24,0,1,['i'],[None],[None],1712,[],['str'],1
utilmy/zutil.py:np_dictordered_create,np_dictordered_create,function,5,6,6,52,8.67,0,0,[],[],[],1721,[],['OrderedDict'],1
utilmy/zutil.py:np_list_unique,np_list_unique,function,1,2,2,20,10.0,0,0,['seq'],[None],[None],1727,[],['list'],1
utilmy/zutil.py:np_list_tofreqdict,np_list_tofreqdict,function,10,41,25,214,5.22,2,2,"['l1', 'wweight']","[None, None]","[None, 'None']",1731,[],"['dict', 'len', 'enumerate']",3
utilmy/zutil.py:np_list_flatten,np_list_flatten,function,11,25,19,132,5.28,2,1,['seq'],[None],[None],1754,[],"['type', 'np_list_flatten', 'ret.append']",3
utilmy/zutil.py:np_dict_tolist,np_dict_tolist,function,6,18,14,100,5.56,2,1,"['dd', 'withkey']","[None, None]","[None, '0']",1766,[],['list'],1
utilmy/zutil.py:np_dict_tostr_val,np_dict_tostr_val,function,1,7,7,52,7.43,0,0,['dd'],[None],[None],1773,[],['list'],1
utilmy/zutil.py:np_dict_tostr_key,np_dict_tostr_key,function,1,7,7,52,7.43,0,0,['dd'],[None],[None],1777,[],['list'],1
utilmy/zutil.py:np_removelist,np_removelist,function,7,20,16,100,5.0,1,2,"['x0', 'xremove']","[None, None]","[None, 'None']",1781,[],"['np_findfirst', 'xnew.append']",2
utilmy/zutil.py:np_transform2d_int_1d,np_transform2d_int_1d,function,18,47,39,238,5.06,2,0,"['m2d', 'onlyhalf']","[None, None]","[None, 'False']",1792,[],"['np.shape', 'np.zeros', 'range', 'np.abs', 'np_sortbycol']",5
utilmy/zutil.py:np_mergelist,np_mergelist,function,5,9,9,55,6.11,1,0,"['x0', 'x1']","[None, None]","[None, None]",1809,[],"['list', 'xnew.append']",2
utilmy/zutil.py:np_enumerate2,np_enumerate2,function,8,16,14,84,5.25,1,0,['vec_1d'],[None],[None],1816,[],"['np.empty', 'enumerate']",2
utilmy/zutil.py:np_pivottable_count,np_pivottable_count,function,10,24,21,170,7.08,1,0,['mylist'],[None],[None],1825,[],"['np_dict_tolist', 'sorted', 'int']",3
utilmy/zutil.py:np_nan_helper,np_nan_helper,function,2,5,5,40,8.0,0,0,['y'],[None],[None],1834,"['    """""" Input:  - y, 1d numpy array with possible NaNs\n', '        Output - nans, logical indices of NaNs - index, a function, with signature\n', '              indices= index(logical_indices),\n', ""              to convert logical indices of NaNs to 'equivalent' indices\n"", '    """"""\n']","['np.isnan', 'z.nonzero']",2
utilmy/zutil.py:np_interpolate_nan,np_interpolate_nan,function,7,9,9,76,8.44,0,0,['y'],[None],[None],1843,[],"['np_nan_helper', 'np.interp', 'x']",3
utilmy/zutil.py:np_and1,np_and1,function,8,69,25,362,5.25,0,6,"['x', 'y', 'x3', 'x4', 'x5', 'x6', 'x7', 'x8']","[None, None, None, None, None, None, None, None]","[None, None, 'None', 'None', 'None', 'None', 'None', 'None']",1849,[],[],0
utilmy/zutil.py:np_sortcol,np_sortcol,function,6,7,7,77,11.0,0,0,"['arr', 'colid', 'asc']","[None, None, None]","[None, None, '1']",1864,"['    """""" df.sort([\'A\', \'B\'], ascending=[1, 0])  """"""\n']","['pd.DataFrame', 'df.sort_values']",2
utilmy/zutil.py:np_ma,np_ma,function,2,6,6,45,7.5,0,0,"['vv', 'n']","[None, None]","[None, None]",1871,"['    """"""Moving average """"""\n']","['np.convolve', 'np.ones']",2
utilmy/zutil.py:np_cleanmatrix,np_cleanmatrix,function,12,25,21,125,5.0,2,1,['m'],[None],[None],1877,[],"['np.nan_to_num', 'np.shape', 'range', 'abs']",4
utilmy/zutil.py:np_torecarray,np_torecarray,function,2,6,6,105,17.5,0,0,"['arr', 'colname']","[None, None]","[None, None]",1887,[],['np.shape'],1
utilmy/zutil.py:np_sortbycolumn,np_sortbycolumn,function,6,7,7,77,11.0,0,0,"['arr', 'colid', 'asc']","[None, None, None]","[None, None, 'True']",1893,[],"['pd.DataFrame', 'df.sort_values']",2
utilmy/zutil.py:np_sortbycol,np_sortbycol,function,8,26,19,257,9.88,0,1,"['arr', 'colid', 'asc']","[None, None, None]","[None, None, 'True']",1899,[],"['pd.DataFrame', 'df.sort_values', 'np_sortbycol', 'len', 'np.reshape']",5
utilmy/zutil.py:np_min_kpos,np_min_kpos,function,2,5,5,36,7.2,0,0,"['arr', 'kth']","[None, None]","[None, None]",1912,"['    """""" return kth mininimun """"""\n']",['np.partition'],1
utilmy/zutil.py:np_max_kpos,np_max_kpos,function,3,10,8,53,5.3,0,0,"['arr', 'kth']","[None, None]","[None, None]",1917,"['    """""" return kth mininimun """"""\n']","['len', 'np.partition']",2
utilmy/zutil.py:np_findfirst,np_findfirst,function,5,11,10,55,5.0,1,1,"['item', 'vec']","[None, None]","[None, None]",1924,"['    """"""return the index of the first occurence of item in vec""""""\n']",['range'],1
utilmy/zutil.py:np_find,np_find,function,5,11,10,55,5.0,1,1,"['item', 'vec']","[None, None]","[None, None]",1933,"['    """"""return the index of the first occurence of item in vec""""""\n']",['range'],1
utilmy/zutil.py:find,find,function,4,10,10,49,4.9,1,1,"['xstring', 'list_string']","[None, None]","[None, None]",1941,"['    """"""return the index of the first occurence of item in vec""""""\n']",['xi.find'],1
utilmy/zutil.py:findnone,findnone,function,4,12,11,55,4.58,1,1,['vec'],[None],[None],1949,"['    """"""return the index of the first occurence of item in vec""""""\n']",['range'],1
utilmy/zutil.py:findx,findx,function,8,24,19,130,5.42,0,2,"['item', 'vec']","[None, None]","[None, None]",1957,"['    """"""return the index of the first occurence of item in vec""""""\n']","['type', 'vec.index', 'np.where', 'len']",4
utilmy/zutil.py:finds,finds,function,9,30,20,158,5.27,2,3,"['itemlist', 'vec']","[None, None]","[None, None]",1970,"['    """"""return the index of the first occurence of item in vec""""""\n']","['range', 'idlist.append']",2
utilmy/zutil.py:findhigher,findhigher,function,5,12,11,51,4.25,1,1,"['x', 'vec']","[None, None]","[None, None]",1987,"['    """"""return the index of the first occurence of item in vec""""""\n']",['range'],1
utilmy/zutil.py:findlower,findlower,function,5,12,11,51,4.25,1,1,"['x', 'vec']","[None, None]","[None, None]",1995,"['    """"""return the index of the first occurence of item in vec""""""\n']",['range'],1
utilmy/zutil.py:np_find_minpos,np_find_minpos,function,4,7,5,95,13.57,0,0,['values'],[None],[None],2003,[],['min'],1
utilmy/zutil.py:np_find_maxpos,np_find_maxpos,function,16,47,35,274,5.83,1,3,['values'],[None],[None],2008,[],"['max', 'np_find_maxpos_2nd', 'float', 'enumerate']",4
utilmy/zutil.py:np_find_maxpos_2nd,np_find_maxpos_2nd,function,12,39,29,146,3.74,1,3,['numbers'],[None],[None],2013,[],"['float', 'enumerate']",2
utilmy/zutil.py:np_findlocalmax2,np_findlocalmax2,function,32,141,83,689,4.89,2,5,"['v', 'trig']","[None, None]","[None, None]",2028,[],"['len', 'np.zeros', 'np_find_maxpos', 'enumerate', 'np_sortbycolumn', 'range', 'findhigher', 'np.abs']",8
utilmy/zutil.py:np_findlocalmin2,np_findlocalmin2,function,32,145,83,702,4.84,2,6,"['v', 'trig']","[None, None]","[None, None]",2064,[],"['len', 'np.zeros', 'np_find_minpos', 'enumerate', 'np_sortbycolumn', 'range', 'findlower', 'np.abs']",8
utilmy/zutil.py:np_findlocalmax,np_findlocalmax,function,32,141,83,689,4.89,2,5,"['v', 'trig']","[None, None]","[None, None]",2100,[],"['len', 'np.zeros', 'np_find_maxpos', 'enumerate', 'np_sortbycolumn', 'range', 'findhigher', 'np.abs']",8
utilmy/zutil.py:np_findlocalmin,np_findlocalmin,function,32,145,83,702,4.84,2,6,"['v', 'trig']","[None, None]","[None, None]",2116,[],"['len', 'np.zeros', 'np_find_minpos', 'enumerate', 'np_sortbycolumn', 'range', 'findlower', 'np.abs']",8
utilmy/zutil.py:np_stack,np_stack,function,11,63,21,347,5.51,0,7,"['v1', 'v2', 'v3', 'v4', 'v5']","[None, None, None, None, None]","[None, 'None', 'None', 'None', 'None']",2134,[],"['np.shape', 'np.row_stack', 'np.column_stack']",3
utilmy/zutil.py:np_uniquerows,np_uniquerows,function,6,9,9,148,16.44,0,0,['a'],[None],[None],2156,[],"['np.ascontiguousarray', 'np.unique', 'unique_a.view']",3
utilmy/zutil.py:np_remove_zeros,np_remove_zeros,function,2,4,4,35,8.75,0,0,"['vv', 'axis1']","[None, None]","[None, '1']",2162,[],[],0
utilmy/zutil.py:np_sort,np_sort,function,6,7,7,77,11.0,0,0,"['arr', 'colid', 'asc']","[None, None, None]","[None, None, '1']",2166,"['    """"""\n', '    Creates a cross-tab or pivot table from a normalised input table. Use this\n', ""    function to 'denormalize' a table of normalized records.\n"", '\n', '    * The table argument can be a list of dictionaries or a Table object.\n', '    (http://aspn.activestate.com/ASPN/Cookbook/Python/Recipe/334621)\n', '    * The left argument is a tuple of headings which are displayed down the\n', '    left side of the new table.\n', '    * The top argument is a tuple of headings which are displayed across the\n', '    top of the new table.\n', '    Tuples are used so that multiple element headings and columns can be used.\n', '\n', '    E.g. To transform the list (listOfDicts):\n', '\n', '    Name,   Year,  Value\n', '    -----------------------\n', ""    'Simon', 2004, 32\n"", ""    'Simon', 2005, 128\n"", ""    'Russel', 2004, 64\n"", ""    'Eric', 2004, 52\n"", ""    'Russel', 2005, 32\n"", '\n', '    into the new list:\n', '\n', ""    'Name',   2004, 2005\n"", '    ------------------------\n', ""    'Simon',  32,     128\n"", ""    'Russel',  64,     32\n"", ""    'Eric',   52,     NA\n"", '\n', '    you would call pivot with the arguments:\n', '\n', ""    newList = pivot(listOfDicts, ('Name',), ('Year',), 'Value')\n"", '\n', '    """"""\n']","['pd.DataFrame', 'df.sort_values']",2
utilmy/zutil.py:np_memory_array_adress,np_memory_array_adress,function,2,2,2,38,19.0,0,0,['x'],[None],[None],2170,[],[],0
utilmy/zutil.py:np_pivotable_create,np_pivotable_create,function,28,100,60,701,7.01,4,5,"['table', 'left', 'top', 'value']","[None, None, None, None]","[None, None, None, None]",2175,"['    """"""\n', '    Creates a cross-tab or pivot table from a normalised input table. Use this\n', ""    function to 'denormalize' a table of normalized records.\n"", '\n', '    * The table argument can be a list of dictionaries or a Table object.\n', '    (http://aspn.activestate.com/ASPN/Cookbook/Python/Recipe/334621)\n', '    * The left argument is a tuple of headings which are displayed down the\n', '    left side of the new table.\n', '    * The top argument is a tuple of headings which are displayed across the\n', '    top of the new table.\n', '    Tuples are used so that multiple element headings and columns can be used.\n', '\n', '    E.g. To transform the list (listOfDicts):\n', '\n', '    Name,   Year,  Value\n', '    -----------------------\n', ""    'Simon', 2004, 32\n"", ""    'Simon', 2005, 128\n"", ""    'Russel', 2004, 64\n"", ""    'Eric', 2004, 52\n"", ""    'Russel', 2005, 32\n"", '\n', '    into the new list:\n', '\n', ""    'Name',   2004, 2005\n"", '    ------------------------\n', ""    'Simon',  32,     128\n"", ""    'Russel',  64,     32\n"", ""    'Eric',   52,     NA\n"", '\n', '    you would call pivot with the arguments:\n', '\n', ""    newList = pivot(listOfDicts, ('Name',), ('Year',), 'Value')\n"", '\n', '    """"""\n']","['tuple', 'ysort.append', 'xsort.append', 'len', 'list', 'xsort.sort', 'headings.extend', 'sortedkeys.sort', 'row.extend', 't.append']",10
utilmy/zutil.py:pd_info,pd_info,function,12,24,22,257,10.71,1,2,"['df', 'doreturn']","[None, None]","[None, '1']",2259,[],"['df.info', 'print', 'type', 'pd_info_memsize', 'pd_info', 'df.memory_usage']",6
utilmy/zutil.py:pd_info_memsize,pd_info_memsize,function,5,7,7,85,12.14,0,1,"['df', 'memusage']","[None, None]","[None, '0']",2268,[],"['df.info', 'pd_info', 'df.memory_usage']",3
utilmy/zutil.py:pd_row_findlast,pd_row_findlast,function,7,11,11,58,5.27,1,1,"['df', 'colid', 'emptyrowid']","[None, None, None]","[None, '0', 'None']",2275,[],['df.iterrows'],1
utilmy/zutil.py:pd_row_select,pd_row_select,function,13,112,53,862,7.7,1,3,"['df', '**conditions']","[None, None]","[None, None]",2282,"['    """"""Select rows from a df according to conditions\n', '    pdselect(data, a=2, b__lt=3) __gt __ge __lte  __in  __not_in\n', ""    will select all rows where 'a' is 2 and 'b' is less than 3\n"", '    """"""\n']","['type', 'pd.DataFrame', 'list', 'c.endswith', 'np.in1d', 'ValueError']",6
utilmy/zutil.py:pd_csv_randomread,pd_csv_randomread,function,13,47,38,267,5.68,0,1,"['filename', 'nsample', 'filemaxline', 'dtype']","[None, None, None, None]","[None, '10000', '-1', 'None']",2328,[],"['sum', 'open', 'np.sort', 'pd.read_csv']",4
utilmy/zutil.py:pd_array_todataframe,pd_array_todataframe,function,14,37,30,313,8.46,0,2,"['array', 'colname', 'index1', 'dotranspose']","[None, None, None, None]","[None, 'None', 'None', 'False']",2341,[],"['np.shape', 'len', 'pd.DataFrame']",3
utilmy/zutil.py:pd_dataframe_toarray,pd_dataframe_toarray,function,9,11,10,103,9.36,0,0,['df'],[None],[None],2352,[],['df.reset_index'],1
utilmy/zutil.py:pd_createdf,pd_createdf,function,2,4,4,55,13.75,0,0,"['array1', 'col1', 'idx1']","[None, None, None]","[None, 'None', 'None']",2359,[],['pd.DataFrame'],1
utilmy/zutil.py:pd_create_colmapdict_nametoint,pd_create_colmapdict_nametoint,function,9,13,12,77,5.92,1,0,['df'],[None],[None],2363,"['    """""" \'close\' ---> 5    """"""\n']",['enumerate'],1
utilmy/zutil.py:pd_extract_col_idx_val,pd_extract_col_idx_val,function,4,4,4,49,12.25,0,0,['df'],[None],[None],2373,[],[],0
utilmy/zutil.py:pd_extract_col_uniquevalue_tocsv,pd_extract_col_uniquevalue_tocsv,function,5,7,6,101,14.43,0,0,"['df', 'colname', 'csvfile']","[None, None, None]","[None, '""""', '""""']",2377,"['    """""" Write one column into a file   """"""\n']","['np.array', 'pd.DataFrame', 'print']",3
utilmy/zutil.py:pd_split_col_idx_val,pd_split_col_idx_val,function,4,4,4,49,12.25,0,0,['df'],[None],[None],2385,[],[],0
utilmy/zutil.py:pd_splitdf_inlist,pd_splitdf_inlist,function,14,34,25,254,7.47,3,2,"['df', 'colid', 'type1']","[None, None, None]","[None, None, '""dict""']",2389,"['    """""" Split df into dictionnary of dict/list """"""\n']","['list', 'l1.append']",2
utilmy/zutil.py:pd_find,pd_find,function,35,142,88,1051,7.4,4,8,"['df', 'regex_pattern', 'col_restrict', 'isnumeric', 'doreturnposition']","[None, None, None, None, None]","[None, '""*""', 'None', 'False', 'False']",2405,"['    """""" Find string / numeric values inside df columns, return position where found\n', '     col_restrict : restrict to these columns """"""\n']","['str', 'print', 'enumerate', 'np.column_stack', 'len', 'gc.collect', 'np_dictordered_create', 'range', 'np.array']",9
utilmy/zutil.py:pd_dtypes_totype2,pd_dtypes_totype2,function,6,8,8,59,7.38,1,0,"['df', 'columns']","[None, None]","[None, '(']",2466,[],[],0
utilmy/zutil.py:pd_dtypes,pd_dtypes,function,21,58,46,358,6.17,2,2,"['df', 'columns']","[None, None]","[None, '(']",2472,[],"['pd_dtypes', 'OrderedDict', 'enumerate', 'eval', 'print']",5
utilmy/zutil.py:pd_df_todict2,pd_df_todict2,function,14,31,26,249,8.03,1,2,"['df', 'colkey', 'excludekey', '']","[None, None, None, None]","[None, '""table""', '(""""', None]",2492,[],"['df.drop_duplicates', 'range', 'len', 'dict0.setdefault']",4
utilmy/zutil.py:pd_df_todict,pd_df_todict,function,21,49,39,414,8.45,2,2,"['df', 'colkey', 'excludekey', '']","[None, None, None, None]","[None, '""table""', '(""""', None]",2507,[],"['df.drop_duplicates', 'range', 'len', 'dict0.setdefault', 'pd_df_todict', 'df.iterrows']",6
utilmy/zutil.py:pd_col_addfrom_dfmap,pd_col_addfrom_dfmap,function,4,7,6,69,9.86,0,0,"['df', 'dfmap', 'colkey', 'colval', 'df_colused', 'df_colnew', 'exceptval', 'inplace', 'colkey', 'colval=colval)rowi)']","[None, None, None, None, None, None, None, None, None, '']","[None, None, None, None, None, None, '-1', 'Truedfmap', 'colkey', 'colval)rowi):']",2518,"['    """""" Add new columns based on df_map:  In Place Modification of df\n', '    df:     Dataframe of transactions.\n', '    dfmap:  FSMaster Dataframe\n', '      colkey: colum used for dict key.  machine_code\n', '      colval: colum used for dict val.  adress\n', '\n', '    df_colused  :     ""machine_code""\n', ""    exception val:  -1 or ''\n"", '  """"""\n']",[],0
utilmy/zutil.py:pd_applyfun_col,pd_applyfun_col,function,5,10,9,109,10.9,0,1,"['df', 'newcol', 'ff', 'use_colname']","[None, None, None, None]","[None, None, None, '""all/[colname]""']",2578,"['    """""" use all Columns to compute values """"""\n']",['ff'],1
utilmy/zutil.py:pd_date_intersection,pd_date_intersection,function,7,17,13,157,9.24,1,0,['qlist'],[None],[None],2599,[],"['set', 'set.intersection', 'list', 'sorted']",4
utilmy/zutil.py:pd_is_categorical,pd_is_categorical,function,3,13,11,118,9.08,0,1,['z'],[None],[None],2609,[],['isinstance'],1
utilmy/zutil.py:pd_str_encoding_change,pd_str_encoding_change,function,6,8,8,76,9.5,1,0,"['df', 'cols', 'fromenc', 'toenc']","[None, None, None, None]","[None, None, '""iso-8859-1""', '""utf-8""']",2618,[],[],0
utilmy/zutil.py:pd_str_unicode_tostr,pd_str_unicode_tostr,function,4,6,6,72,12.0,0,0,"['df', 'targetype']","[None, None]","[None, 'str']",2625,"['    """"""\n', ' https://www.azavea.com/blog/2014/03/24/solving-unicode-problems-in-python-2-7/\n', ' Nearly every Unicode problem can be solved by the proper application of these tools;\n', ' they will help you build an airlock to keep the inside of your code nice and clean:\n', '\n', 'encode(): Gets you from Unicode -> bytes\n', 'decode(): Gets you from bytes -> Unicode\n', 'codecs.open(encoding=""utf-8""): Read and write files directly to/from Unicode (you can use any\n', 'encoding,\n', ' not just utf-8, but utf-8 is most common).\n', 'u"": Makes your string literals into Unicode objects rather than byte sequences.\n', ""Warning: Don't use encode() on bytes or decode() on Unicode objects\n"", '\n', '# >>> uni_greeting % utf8_name\n', 'Traceback (most recent call last):\n', ' File ""<stdin>"", line 1, in <module>\n', ""UnicodeDecodeError: 'ascii' codec can't decode byte 0xc3 in position 3: ordinal not in range(128)\n"", '# Solution:\n', ""# >>> uni_greeting % utf8_name.decode('utf-8')\n"", ""u'Hi, my name is Josxe9.'\n"", '\n', ' """"""\n']",['pd_dtypes_type1_totype2'],1
utilmy/zutil.py:pd_dtypes_type1_totype2,pd_dtypes_type1_totype2,function,7,11,11,100,9.09,1,1,"['df', 'fromtype', 'targetype']","[None, None, None]","[None, 'str', 'str']",2653,[],['isinstance'],1
utilmy/zutil.py:pd_resetindex,pd_resetindex,function,3,5,5,50,10.0,0,0,['df'],[None],[None],2661,[],"['list', 'len']",2
utilmy/zutil.py:pd_insertdatecol,pd_insertdatecol,function,4,7,7,71,10.14,0,0,"['df', 'col', 'format1=""%Y-%m-%d %H']","[None, None, '']","[None, None, '""%Y-%m-%d %H:%M:%S:%f""']",2666,[],['date_nowtime'],1
utilmy/zutil.py:pd_replacevalues,pd_replacevalues,function,11,14,14,104,7.43,1,0,"['df', 'matrix']","[None, None]","[None, None]",2671,"['    """""" Matrix replaces df.values  """"""\n']",['np.shape'],1
utilmy/zutil.py:pd_removerow,pd_removerow,function,2,2,2,29,14.5,0,0,"['df', 'row_list_index', '45']","[None, None, None]","[None, '(23', None]",2681,[],['df.drop'],1
utilmy/zutil.py:pd_removecol,pd_removecol,function,2,3,3,28,9.33,0,0,"['df1', 'name1']","[None, None]","[None, None]",2685,[],['df1.drop'],1
utilmy/zutil.py:pd_insertrow,pd_insertrow,function,7,11,10,112,10.18,0,0,"['df', 'rowval', 'index1', 'isreset']","[None, None, None, None]","[None, None, 'None', '1']",2689,[],"['pd_array_todataframe', 'df.append']",2
utilmy/zutil.py:pd_h5_cleanbeforesave,pd_h5_cleanbeforesave,function,4,13,11,91,7.0,0,0,['df'],[None],[None],2699,"['    """"""Clean Column type before Saving in HDFS: Unicode, Datetime  """"""\n']","['pd_resetindex', 'pd_str_unicode_tostr']",2
utilmy/zutil.py:pd_h5_addtable,pd_h5_addtable,function,6,16,16,148,9.25,0,1,"['df', 'tablename', 'dbfile=""F']","[None, None, '']","[None, None, '""F:\\temp_pandas.h5""']",2716,[],"['pd.HDFStore', 'find', 'list', 'print', 'store.append', 'store.close']",6
utilmy/zutil.py:pd_h5_tableinfo,pd_h5_tableinfo,function,4,4,4,65,16.25,0,0,"['filenameh5', 'table']","[None, None]","[None, None]",2726,[],"['pd.HDFStore', 'store.get_storer']",2
utilmy/zutil.py:pd_h5_dumpinfo,pd_h5_dumpinfo,function,13,28,26,334,11.93,1,0,"['dbfile=r""E']",[''],"['r""E:\\_data\\stock\\intraday_google.h5""']",2731,[],"['pd.HDFStore', 'list', 'pd.DataFrame', 'extract.append', 'datetime_tostring', 'errsym.append', 'np.array']",7
utilmy/zutil.py:pd_h5_save,pd_h5_save,function,4,5,5,64,12.8,0,0,"['df', 'filenameh5=""E', 'key']","[None, '', None]","[None, '""E:/_data/_data_outlier.h5""', '""data""']",2753,"['    """""" File is release after saving it""""""\n']","['pd.HDFStore', 'store.append', 'store.close']",3
utilmy/zutil.py:pd_h5_load,pd_h5_load,function,9,24,20,210,8.75,0,2,"['filenameh5=""E', 'table_id', 'exportype', 'rowstart', 'rowend', ')', '']","['', None, None, None, None, None, None]","['""E:/_data/_data_outlier.h5""', '""data""', '""pandas""', '-1', '-1', None, None]",2760,[],"['pd.read_hdf', 'pd.DataFrame']",2
